Observation id,Observation date,Description,Media file,Total length,FPS,Weather,Subject,Behavior,Behavioral category,Modifiers,Behavior type,Start (s),Stop (s),Duration (s),Comment start,Comment stop
24with,2022-10-21 13:39:38,Participant 24 with prototype,syn-nikkie24-with.mp4,766.250,30.0,Cloudy,Human,Look up,Human,None,STATE,135.371,136.620,1.249,INTERIOR,
24with,2022-10-21 13:39:38,Participant 24 with prototype,syn-nikkie24-with.mp4,766.250,30.0,Cloudy,Human,Look around,Human,"window,TV",STATE,144.869,148.372,3.503,,
24with,2022-10-21 13:39:38,Participant 24 with prototype,syn-nikkie24-with.mp4,766.250,30.0,Cloudy,Vehicle,Lane change,Vehicle,,STATE,146.121,148.131,2.010,,
24with,2022-10-21 13:39:38,Participant 24 with prototype,syn-nikkie24-with.mp4,766.250,30.0,Cloudy,Human,Look around,Human,TV,STATE,158.266,161.620,3.354,,
24with,2022-10-21 13:39:38,Participant 24 with prototype,syn-nikkie24-with.mp4,766.250,30.0,Cloudy,Human,Look around,Human,TV,STATE,164.369,167.870,3.501,,
24with,2022-10-21 13:39:38,Participant 24 with prototype,syn-nikkie24-with.mp4,766.250,30.0,Cloudy,Environment,Construction,Environment,,STATE,172.874,265.378,92.504,,
24with,2022-10-21 13:39:38,Participant 24 with prototype,syn-nikkie24-with.mp4,766.250,30.0,Cloudy,Human,Look around,Human,"window,TV",STATE,187.620,195.874,8.254,,
24with,2022-10-21 13:39:38,Participant 24 with prototype,syn-nikkie24-with.mp4,766.250,30.0,Cloudy,Human,Look around,Human,TV,STATE,211.005,218.871,7.866,,
24with,2022-10-21 13:39:38,Participant 24 with prototype,syn-nikkie24-with.mp4,766.250,30.0,Cloudy,Human,Look up,Human,window,STATE,226.869,227.621,0.752,,
24with,2022-10-21 13:39:38,Participant 24 with prototype,syn-nikkie24-with.mp4,766.250,30.0,Cloudy,Human,Look up,Human,window,STATE,239.620,240.870,1.250,,
24with,2022-10-21 13:39:38,Participant 24 with prototype,syn-nikkie24-with.mp4,766.250,30.0,Cloudy,Human,Look up,Human,TV,STATE,262.868,263.872,1.004,,
24with,2022-10-21 13:39:38,Participant 24 with prototype,syn-nikkie24-with.mp4,766.250,30.0,Cloudy,Human,Look around,Human,TV,STATE,300.748,305.870,5.122,,
24with,2022-10-21 13:39:38,Participant 24 with prototype,syn-nikkie24-with.mp4,766.250,30.0,Cloudy,Vehicle,Lane change,Vehicle,,STATE,302.375,305.877,3.502,,
24with,2022-10-21 13:39:38,Participant 24 with prototype,syn-nikkie24-with.mp4,766.250,30.0,Cloudy,Human,Look around,Human,TV,STATE,307.618,313.371,5.753,,
24with,2022-10-21 13:39:38,Participant 24 with prototype,syn-nikkie24-with.mp4,766.250,30.0,Cloudy,Vehicle,Lane change,Vehicle,,STATE,311.870,315.872,4.002,,
24with,2022-10-21 13:39:38,Participant 24 with prototype,syn-nikkie24-with.mp4,766.250,30.0,Cloudy,Human,Look around,Human,TV,STATE,319.620,323.620,4.000,,
24with,2022-10-21 13:39:38,Participant 24 with prototype,syn-nikkie24-with.mp4,766.250,30.0,Cloudy,Human,Look around,Human,TV,STATE,328.467,332.122,3.655,,
24with,2022-10-21 13:39:38,Participant 24 with prototype,syn-nikkie24-with.mp4,766.250,30.0,Cloudy,Human,Look around,Human,"window,TV",STATE,333.740,337.371,3.631,,
24with,2022-10-21 13:39:38,Participant 24 with prototype,syn-nikkie24-with.mp4,766.250,30.0,Cloudy,Environment,Trucks,Environment,,STATE,335.373,338.127,2.754,,
24with,2022-10-21 13:39:38,Participant 24 with prototype,syn-nikkie24-with.mp4,766.250,30.0,Cloudy,Human,Look around,Human,"window,TV",STATE,342.620,350.622,8.002,,
24with,2022-10-21 13:39:38,Participant 24 with prototype,syn-nikkie24-with.mp4,766.250,30.0,Cloudy,Vehicle,Lane change,Vehicle,,STATE,345.377,348.877,3.500,,
24with,2022-10-21 13:39:38,Participant 24 with prototype,syn-nikkie24-with.mp4,766.250,30.0,Cloudy,Human,Look around,Human,"window,TV",STATE,352.082,355.201,3.119,,
24with,2022-10-21 13:39:38,Participant 24 with prototype,syn-nikkie24-with.mp4,766.250,30.0,Cloudy,Human,Look up,Human,"window,TV",STATE,357.367,359.872,2.505,,
24with,2022-10-21 13:39:38,Participant 24 with prototype,syn-nikkie24-with.mp4,766.250,30.0,Cloudy,Human,Look around,Human,TV,STATE,365.088,368.095,3.007,,
24with,2022-10-21 13:39:38,Participant 24 with prototype,syn-nikkie24-with.mp4,766.250,30.0,Cloudy,Human,Look around,Human,TV,STATE,370.370,377.620,7.250,,
24with,2022-10-21 13:39:38,Participant 24 with prototype,syn-nikkie24-with.mp4,766.250,30.0,Cloudy,Vehicle,Lane change,Vehicle,,STATE,371.623,373.370,1.747,,
24with,2022-10-21 13:39:38,Participant 24 with prototype,syn-nikkie24-with.mp4,766.250,30.0,Cloudy,Human,Look up,Human,window,STATE,378.619,380.620,2.001,,
24with,2022-10-21 13:39:38,Participant 24 with prototype,syn-nikkie24-with.mp4,766.250,30.0,Cloudy,Human,Look up,Human,TV,STATE,381.621,382.373,0.752,,
24with,2022-10-21 13:39:38,Participant 24 with prototype,syn-nikkie24-with.mp4,766.250,30.0,Cloudy,Vehicle,Lane change,Vehicle,,STATE,384.370,386.380,2.010,,
24with,2022-10-21 13:39:38,Participant 24 with prototype,syn-nikkie24-with.mp4,766.250,30.0,Cloudy,Human,Look up,Human,TV,STATE,392.132,392.870,0.738,,
24with,2022-10-21 13:39:38,Participant 24 with prototype,syn-nikkie24-with.mp4,766.250,30.0,Cloudy,Human,Look around,Human,"window,TV",STATE,399.870,402.525,2.655,,
24with,2022-10-21 13:39:38,Participant 24 with prototype,syn-nikkie24-with.mp4,766.250,30.0,Cloudy,Human,Look around,Human,TV,STATE,403.370,409.871,6.501,,
24with,2022-10-21 13:39:38,Participant 24 with prototype,syn-nikkie24-with.mp4,766.250,30.0,Cloudy,Vehicle,Lane change,Vehicle,,STATE,403.373,408.374,5.001,,
24with,2022-10-21 13:39:38,Participant 24 with prototype,syn-nikkie24-with.mp4,766.250,30.0,Cloudy,Environment,Turning,Environment,,STATE,447.874,461.625,13.751,,
24with,2022-10-21 13:39:38,Participant 24 with prototype,syn-nikkie24-with.mp4,766.250,30.0,Cloudy,Human,Look up,Human,"window,TV",STATE,484.869,485.871,1.002,,
24with,2022-10-21 13:39:38,Participant 24 with prototype,syn-nikkie24-with.mp4,766.250,30.0,Cloudy,Human,Look up,Human,TV,STATE,486.963,487.622,0.659,,
24with,2022-10-21 13:39:38,Participant 24 with prototype,syn-nikkie24-with.mp4,766.250,30.0,Cloudy,Environment,Turning,Environment,,STATE,497.128,515.624,18.496,,
24with,2022-10-21 13:39:38,Participant 24 with prototype,syn-nikkie24-with.mp4,766.250,30.0,Cloudy,Human,Look up,Human,None,STATE,504.621,506.127,1.506,INTERIOR,
24with,2022-10-21 13:39:38,Participant 24 with prototype,syn-nikkie24-with.mp4,766.250,30.0,Cloudy,Human,Look around,Human,"window,TV",STATE,510.118,520.621,10.503,,
24with,2022-10-21 13:39:38,Participant 24 with prototype,syn-nikkie24-with.mp4,766.250,30.0,Cloudy,Human,Look up,Human,TV,STATE,527.869,529.872,2.003,,
24with,2022-10-21 13:39:38,Participant 24 with prototype,syn-nikkie24-with.mp4,766.250,30.0,Cloudy,Vehicle,Lane change,Vehicle,,STATE,529.626,533.133,3.507,,
24with,2022-10-21 13:39:38,Participant 24 with prototype,syn-nikkie24-with.mp4,766.250,30.0,Cloudy,Human,Look around,Human,TV,STATE,547.371,554.623,7.252,,
24with,2022-10-21 13:39:38,Participant 24 with prototype,syn-nikkie24-with.mp4,766.250,30.0,Cloudy,Human,Look around,Human,TV,STATE,558.120,561.373,3.253,AND INTERIOR,
24with,2022-10-21 13:39:38,Participant 24 with prototype,syn-nikkie24-with.mp4,766.250,30.0,Cloudy,Human,Look around,Human,TV,STATE,568.620,572.871,4.251,AND STEERING WHEEL AND INTERIOR,
24with,2022-10-21 13:39:38,Participant 24 with prototype,syn-nikkie24-with.mp4,766.250,30.0,Cloudy,Vehicle,Lane change,Vehicle,,STATE,569.128,571.619,2.491,,
24with,2022-10-21 13:39:38,Participant 24 with prototype,syn-nikkie24-with.mp4,766.250,30.0,Cloudy,Human,Look around,Human,TV,STATE,580.120,584.876,4.756,,
24with,2022-10-21 13:39:38,Participant 24 with prototype,syn-nikkie24-with.mp4,766.250,30.0,Cloudy,Vehicle,Lane change,Vehicle,,STATE,580.871,582.871,2.000,,
24with,2022-10-21 13:39:38,Participant 24 with prototype,syn-nikkie24-with.mp4,766.250,30.0,Cloudy,Human,Look around,Human,TV,STATE,622.186,626.371,4.185,,
24with,2022-10-21 13:39:38,Participant 24 with prototype,syn-nikkie24-with.mp4,766.250,30.0,Cloudy,Human,Look up,Human,TV,STATE,628.708,631.370,2.662,,
24with,2022-10-21 13:39:38,Participant 24 with prototype,syn-nikkie24-with.mp4,766.250,30.0,Cloudy,Human,Look up,Human,TV,STATE,632.621,634.120,1.499,,
24with,2022-10-21 13:39:38,Participant 24 with prototype,syn-nikkie24-with.mp4,766.250,30.0,Cloudy,Human,Look around,Human,"window,TV",STATE,641.120,663.870,22.750,,
24with,2022-10-21 13:39:38,Participant 24 with prototype,syn-nikkie24-with.mp4,766.250,30.0,Cloudy,Human,Look around,Human,TV,STATE,665.368,677.868,12.500,smiled when sudden brake(结合他在采访里知道有speed camera，他或许提前抬头一直在等待汽车刹车，然后满意地低头了),
24with,2022-10-21 13:39:38,Participant 24 with prototype,syn-nikkie24-with.mp4,766.250,30.0,Cloudy,Vehicle,Deceleration,Vehicle,,STATE,672.123,674.875,2.752,,
24with,2022-10-21 13:39:38,Participant 24 with prototype,syn-nikkie24-with.mp4,766.250,30.0,Cloudy,Human,Look around,Human,TV,STATE,693.870,704.121,10.251,,
24with,2022-10-21 13:39:38,Participant 24 with prototype,syn-nikkie24-with.mp4,766.250,30.0,Cloudy,Vehicle,Lane change,Vehicle,,STATE,701.373,705.877,4.504,,
24with,2022-10-21 13:39:38,Participant 24 with prototype,syn-nikkie24-with.mp4,766.250,30.0,Cloudy,Human,Look up,Human,TV,STATE,738.621,740.128,1.507,,
24with,2022-10-21 13:39:38,Participant 24 with prototype,syn-nikkie24-with.mp4,766.250,30.0,Cloudy,Vehicle,End of the trial,,,POINT,762.881,762.881,NA,,
