Observation id,Observation date,Description,Media file,Total length,FPS,Weather,Subject,Behavior,Behavioral category,Modifiers,Behavior type,Start (s),Stop (s),Duration (s),Comment start,Comment stop
11no,2022-10-13 14:20:32,Participant 11 without prototype,syn-nikkie11-no.mp4,755.520,30.0,Cloudy,Vehicle,Lane change,Vehicle,,STATE,13.621,17.120,3.499,,
11no,2022-10-13 14:20:32,Participant 11 without prototype,syn-nikkie11-no.mp4,755.520,30.0,Cloudy,Vehicle,Lane change,Vehicle,,STATE,26.372,29.621,3.249,,
11no,2022-10-13 14:20:32,Participant 11 without prototype,syn-nikkie11-no.mp4,755.520,30.0,Cloudy,Human,Look up,Human,TV,STATE,41.976,43.123,1.147,,
11no,2022-10-13 14:20:32,Participant 11 without prototype,syn-nikkie11-no.mp4,755.520,30.0,Cloudy,Vehicle,Lane change,Vehicle,,STATE,51.119,54.621,3.502,,
11no,2022-10-13 14:20:32,Participant 11 without prototype,syn-nikkie11-no.mp4,755.520,30.0,Cloudy,Human,Look up,Human,TV,STATE,51.572,55.540,3.968,,
11no,2022-10-13 14:20:32,Participant 11 without prototype,syn-nikkie11-no.mp4,755.520,30.0,Cloudy,Human,Look around,Human,TV,STATE,56.046,70.876,14.830,,
11no,2022-10-13 14:20:32,Participant 11 without prototype,syn-nikkie11-no.mp4,755.520,30.0,Cloudy,Vehicle,Lane change,Vehicle,,STATE,59.621,62.621,3.000,,
11no,2022-10-13 14:20:32,Participant 11 without prototype,syn-nikkie11-no.mp4,755.520,30.0,Cloudy,Human,Look around,Human,"window,TV",STATE,72.370,115.529,43.159,Glanced at the steering wheel once; and also glanced at the window very shortly after check the questionnaire.(Don't think look at the window is for checking what's happening in the environment),
11no,2022-10-13 14:20:32,Participant 11 without prototype,syn-nikkie11-no.mp4,755.520,30.0,Cloudy,Vehicle,Lane change,Vehicle,,STATE,92.008,95.387,3.379,,
11no,2022-10-13 14:20:32,Participant 11 without prototype,syn-nikkie11-no.mp4,755.520,30.0,Cloudy,Vehicle,Lane change,Vehicle,,STATE,99.120,102.369,3.249,,
11no,2022-10-13 14:20:32,Participant 11 without prototype,syn-nikkie11-no.mp4,755.520,30.0,Cloudy,Human,Other behaviours,Human,,STATE,99.625,119.620,19.995,Check the questionnaire,
11no,2022-10-13 14:20:32,Participant 11 without prototype,syn-nikkie11-no.mp4,755.520,30.0,Cloudy,Vehicle,Lane change,Vehicle,,STATE,107.871,109.869,1.998,,
11no,2022-10-13 14:20:32,Participant 11 without prototype,syn-nikkie11-no.mp4,755.520,30.0,Cloudy,Vehicle,Lane change,Vehicle,,STATE,114.120,116.619,2.499,,
11no,2022-10-13 14:20:32,Participant 11 without prototype,syn-nikkie11-no.mp4,755.520,30.0,Cloudy,Human,Look around,Human,"window,TV",STATE,118.871,120.121,1.250,,
11no,2022-10-13 14:20:32,Participant 11 without prototype,syn-nikkie11-no.mp4,755.520,30.0,Cloudy,Human,Look around,Human,TV,STATE,121.370,146.635,25.265,,
11no,2022-10-13 14:20:32,Participant 11 without prototype,syn-nikkie11-no.mp4,755.520,30.0,Cloudy,Vehicle,Lane change,Vehicle,,STATE,129.870,133.619,3.749,,
11no,2022-10-13 14:20:32,Participant 11 without prototype,syn-nikkie11-no.mp4,755.520,30.0,Cloudy,Environment,Construction,Environment,,STATE,140.874,186.871,45.997,,
11no,2022-10-13 14:20:32,Participant 11 without prototype,syn-nikkie11-no.mp4,755.520,30.0,Cloudy,Human,Look around,Human,TV,STATE,147.294,152.367,5.073,,
11no,2022-10-13 14:20:32,Participant 11 without prototype,syn-nikkie11-no.mp4,755.520,30.0,Cloudy,Human,Look around,Human,TV,STATE,156.171,170.868,14.697,,
11no,2022-10-13 14:20:32,Participant 11 without prototype,syn-nikkie11-no.mp4,755.520,30.0,Cloudy,Human,Look around,Human,TV,STATE,173.394,179.875,6.481,,
11no,2022-10-13 14:20:32,Participant 11 without prototype,syn-nikkie11-no.mp4,755.520,30.0,Cloudy,Environment,Trucks,Environment,,STATE,185.869,192.375,6.506,,
11no,2022-10-13 14:20:32,Participant 11 without prototype,syn-nikkie11-no.mp4,755.520,30.0,Cloudy,Human,Look around,Human,TV,STATE,188.485,197.369,8.884,Triggered by a truck!!,
11no,2022-10-13 14:20:32,Participant 11 without prototype,syn-nikkie11-no.mp4,755.520,30.0,Cloudy,Human,Look around,Human,"window,TV",STATE,208.622,212.372,3.750,,
11no,2022-10-13 14:20:32,Participant 11 without prototype,syn-nikkie11-no.mp4,755.520,30.0,Cloudy,Human,Look around,Human,"window,TV",STATE,229.123,242.191,13.068,,
11no,2022-10-13 14:20:32,Participant 11 without prototype,syn-nikkie11-no.mp4,755.520,30.0,Cloudy,Human,Look around,Human,"window,TV",STATE,250.376,301.079,50.703,,
11no,2022-10-13 14:20:32,Participant 11 without prototype,syn-nikkie11-no.mp4,755.520,30.0,Cloudy,Vehicle,Lane change,Vehicle,,STATE,286.618,288.871,2.253,,
11no,2022-10-13 14:20:32,Participant 11 without prototype,syn-nikkie11-no.mp4,755.520,30.0,Cloudy,Vehicle,Lane change,Vehicle,,STATE,291.371,295.119,3.748,,
11no,2022-10-13 14:20:32,Participant 11 without prototype,syn-nikkie11-no.mp4,755.520,30.0,Cloudy,Human,Look around,Human,"window,TV",STATE,309.620,313.122,3.502,,
11no,2022-10-13 14:20:32,Participant 11 without prototype,syn-nikkie11-no.mp4,755.520,30.0,Cloudy,Vehicle,Lane change,Vehicle,,STATE,314.370,317.618,3.248,,
11no,2022-10-13 14:20:32,Participant 11 without prototype,syn-nikkie11-no.mp4,755.520,30.0,Cloudy,Human,Look around,Human,TV,STATE,338.639,369.120,30.481,,
11no,2022-10-13 14:20:32,Participant 11 without prototype,syn-nikkie11-no.mp4,755.520,30.0,Cloudy,Environment,Trucks,Environment,,STATE,346.620,349.619,2.999,,
11no,2022-10-13 14:20:32,Participant 11 without prototype,syn-nikkie11-no.mp4,755.520,30.0,Cloudy,Vehicle,Lane change,Vehicle,,STATE,353.619,355.369,1.750,,
11no,2022-10-13 14:20:32,Participant 11 without prototype,syn-nikkie11-no.mp4,755.520,30.0,Cloudy,Human,Look around,Human,TV,STATE,375.323,389.377,14.054,,
11no,2022-10-13 14:20:32,Participant 11 without prototype,syn-nikkie11-no.mp4,755.520,30.0,Cloudy,Vehicle,Lane change,Vehicle,,STATE,394.870,398.368,3.498,,
11no,2022-10-13 14:20:32,Participant 11 without prototype,syn-nikkie11-no.mp4,755.520,30.0,Cloudy,Human,Look around,Human,"window,TV",STATE,402.181,406.872,4.691,,
11no,2022-10-13 14:20:32,Participant 11 without prototype,syn-nikkie11-no.mp4,755.520,30.0,Cloudy,Vehicle,Lane change,Vehicle,,STATE,406.621,409.120,2.499,,
11no,2022-10-13 14:20:32,Participant 11 without prototype,syn-nikkie11-no.mp4,755.520,30.0,Cloudy,Human,Look around,Human,"window,TV",STATE,411.120,419.868,8.748,,
11no,2022-10-13 14:20:32,Participant 11 without prototype,syn-nikkie11-no.mp4,755.520,30.0,Cloudy,Human,Look around,Human,"window,TV",STATE,435.875,450.373,14.498,,
