Observation id,Observation date,Description,Media file,Total length,FPS,Weather,Subject,Behavior,Behavioral category,Modifiers,Behavior type,Start (s),Stop (s),Duration (s),Comment start,Comment stop
25with,2022-10-23 22:30:50,Participant 25 with prototype,syn-nikkie25-with.mp4,796.800,30.0,Rainy,Human,Look up,Human,TV,STATE,298.621,300.368,1.747,,
25with,2022-10-23 22:30:50,Participant 25 with prototype,syn-nikkie25-with.mp4,796.800,30.0,Rainy,Vehicle,Lane change,Vehicle,,STATE,300.874,303.370,2.496,,
25with,2022-10-23 22:30:50,Participant 25 with prototype,syn-nikkie25-with.mp4,796.800,30.0,Rainy,Human,Look up,Human,TV,STATE,306.120,307.370,1.250,,
25with,2022-10-23 22:30:50,Participant 25 with prototype,syn-nikkie25-with.mp4,796.800,30.0,Rainy,Human,Other behaviours,Human,,STATE,309.868,313.369,3.501,Touch and handle,
25with,2022-10-23 22:30:50,Participant 25 with prototype,syn-nikkie25-with.mp4,796.800,30.0,Rainy,Human,Look around,Human,TV,STATE,330.868,338.871,8.003,,
25with,2022-10-23 22:30:50,Participant 25 with prototype,syn-nikkie25-with.mp4,796.800,30.0,Rainy,Human,Other behaviours,Human,,STATE,333.377,338.871,5.494,Lean on the seat,
25with,2022-10-23 22:30:50,Participant 25 with prototype,syn-nikkie25-with.mp4,796.800,30.0,Rainy,Human,Look around,Human,TV,STATE,356.869,383.622,26.753,And questionnaire;not for environment and vehicle info,
25with,2022-10-23 22:30:50,Participant 25 with prototype,syn-nikkie25-with.mp4,796.800,30.0,Rainy,Vehicle,Lane change,Vehicle,,STATE,364.667,368.872,4.205,,
25with,2022-10-23 22:30:50,Participant 25 with prototype,syn-nikkie25-with.mp4,796.800,30.0,Rainy,Human,Look up,Human,TV,STATE,399.367,401.620,2.253,,
25with,2022-10-23 22:30:50,Participant 25 with prototype,syn-nikkie25-with.mp4,796.800,30.0,Rainy,Vehicle,Lane change,Vehicle,,STATE,401.454,404.371,2.917,,
25with,2022-10-23 22:30:50,Participant 25 with prototype,syn-nikkie25-with.mp4,796.800,30.0,Rainy,Human,Look around,Human,"window,TV",STATE,402.868,408.119,5.251,,
25with,2022-10-23 22:30:50,Participant 25 with prototype,syn-nikkie25-with.mp4,796.800,30.0,Rainy,Human,Look around,Human,TV,STATE,427.117,437.371,10.254,,
25with,2022-10-23 22:30:50,Participant 25 with prototype,syn-nikkie25-with.mp4,796.800,30.0,Rainy,Vehicle,Lane change,Vehicle,,STATE,431.132,434.126,2.994,,
25with,2022-10-23 22:30:50,Participant 25 with prototype,syn-nikkie25-with.mp4,796.800,30.0,Rainy,Vehicle,Lane change,Vehicle,,STATE,438.124,441.870,3.746,,
25with,2022-10-23 22:30:50,Participant 25 with prototype,syn-nikkie25-with.mp4,796.800,30.0,Rainy,Human,Look up,Human,TV,STATE,439.621,442.370,2.749,,
25with,2022-10-23 22:30:50,Participant 25 with prototype,syn-nikkie25-with.mp4,796.800,30.0,Rainy,Human,Look around,Human,TV,STATE,443.373,462.370,18.997,,
25with,2022-10-23 22:30:50,Participant 25 with prototype,syn-nikkie25-with.mp4,796.800,30.0,Rainy,Human,Look around,Human,TV,STATE,471.368,479.119,7.751,,
25with,2022-10-23 22:30:50,Participant 25 with prototype,syn-nikkie25-with.mp4,796.800,30.0,Rainy,Environment,Trucks,Environment,,STATE,474.623,477.372,2.749,,
25with,2022-10-23 22:30:50,Participant 25 with prototype,syn-nikkie25-with.mp4,796.800,30.0,Rainy,Environment,Turning,Environment,,STATE,476.118,490.120,14.002,,
25with,2022-10-23 22:30:50,Participant 25 with prototype,syn-nikkie25-with.mp4,796.800,30.0,Rainy,Human,Look around,Human,TV,STATE,480.620,485.622,5.002,,
25with,2022-10-23 22:30:50,Participant 25 with prototype,syn-nikkie25-with.mp4,796.800,30.0,Rainy,Environment,Turning,Environment,,STATE,524.393,542.372,17.979,,
25with,2022-10-23 22:30:50,Participant 25 with prototype,syn-nikkie25-with.mp4,796.800,30.0,Rainy,Vehicle,Lane change,Vehicle,,STATE,551.118,555.122,4.004,,
25with,2022-10-23 22:30:50,Participant 25 with prototype,syn-nikkie25-with.mp4,796.800,30.0,Rainy,Human,Look up,Human,TV,STATE,553.619,554.621,1.002,,
25with,2022-10-23 22:30:50,Participant 25 with prototype,syn-nikkie25-with.mp4,796.800,30.0,Rainy,Human,Look up,Human,TV,STATE,566.118,568.370,2.252,,
25with,2022-10-23 22:30:50,Participant 25 with prototype,syn-nikkie25-with.mp4,796.800,30.0,Rainy,Human,Other behaviours,Human,,STATE,576.120,580.118,3.998,Touch hair and handle,
25with,2022-10-23 22:30:50,Participant 25 with prototype,syn-nikkie25-with.mp4,796.800,30.0,Rainy,Human,Look up,Human,TV,STATE,576.619,579.370,2.751,,
25with,2022-10-23 22:30:50,Participant 25 with prototype,syn-nikkie25-with.mp4,796.800,30.0,Rainy,Human,Look around,Human,TV,STATE,587.870,594.870,7.000,,
25with,2022-10-23 22:30:50,Participant 25 with prototype,syn-nikkie25-with.mp4,796.800,30.0,Rainy,Vehicle,Lane change,Vehicle,,STATE,588.117,590.618,2.501,,
25with,2022-10-23 22:30:50,Participant 25 with prototype,syn-nikkie25-with.mp4,796.800,30.0,Rainy,Human,Look around,Human,TV,STATE,597.621,612.869,15.248,,
25with,2022-10-23 22:30:50,Participant 25 with prototype,syn-nikkie25-with.mp4,796.800,30.0,Rainy,Vehicle,Lane change,Vehicle,,STATE,599.622,601.626,2.004,,
25with,2022-10-23 22:30:50,Participant 25 with prototype,syn-nikkie25-with.mp4,796.800,30.0,Rainy,Human,Look around,Human,TV,STATE,620.090,623.120,3.030,,
25with,2022-10-23 22:30:50,Participant 25 with prototype,syn-nikkie25-with.mp4,796.800,30.0,Rainy,Human,Look around,Human,"window,TV",STATE,624.123,640.118,15.995,Window: car merges in from the next lane,
25with,2022-10-23 22:30:50,Participant 25 with prototype,syn-nikkie25-with.mp4,796.800,30.0,Rainy,Vehicle,Lane change,Vehicle,,STATE,635.874,639.369,3.495,,
25with,2022-10-23 22:30:50,Participant 25 with prototype,syn-nikkie25-with.mp4,796.800,30.0,Rainy,Human,Look up,Human,TV,STATE,645.619,647.369,1.750,,
25with,2022-10-23 22:30:50,Participant 25 with prototype,syn-nikkie25-with.mp4,796.800,30.0,Rainy,Human,Look around,Human,TV,STATE,651.618,655.871,4.253,,
25with,2022-10-23 22:30:50,Participant 25 with prototype,syn-nikkie25-with.mp4,796.800,30.0,Rainy,Vehicle,Lane change,Vehicle,,STATE,671.870,675.374,3.504,,
25with,2022-10-23 22:30:50,Participant 25 with prototype,syn-nikkie25-with.mp4,796.800,30.0,Rainy,Vehicle,Deceleration,Vehicle,,STATE,676.557,678.620,2.063,,
25with,2022-10-23 22:30:50,Participant 25 with prototype,syn-nikkie25-with.mp4,796.800,30.0,Rainy,Human,Look up,Human,TV,STATE,676.621,678.622,2.001,,
25with,2022-10-23 22:30:50,Participant 25 with prototype,syn-nikkie25-with.mp4,796.800,30.0,Rainy,Human,Look around,Human,TV,STATE,685.668,689.119,3.451,,
25with,2022-10-23 22:30:50,Participant 25 with prototype,syn-nikkie25-with.mp4,796.800,30.0,Rainy,Human,Look up,Human,TV,STATE,698.119,700.629,2.510,,
25with,2022-10-23 22:30:50,Participant 25 with prototype,syn-nikkie25-with.mp4,796.800,30.0,Rainy,Vehicle,Lane change,Vehicle,,STATE,702.872,706.872,4.000,,
25with,2022-10-23 22:30:50,Participant 25 with prototype,syn-nikkie25-with.mp4,796.800,30.0,Rainy,Human,Look around,Human,TV,STATE,706.368,720.359,13.991,,
25with,2022-10-23 22:30:50,Participant 25 with prototype,syn-nikkie25-with.mp4,796.800,30.0,Rainy,Human,Look around,Human,TV,STATE,721.617,733.867,12.250,And questionnaire,
25with,2022-10-23 22:30:50,Participant 25 with prototype,syn-nikkie25-with.mp4,796.800,30.0,Rainy,Human,Look around,Human,TV,STATE,735.867,742.122,6.255,And questionnaire,
25with,2022-10-23 22:30:50,Participant 25 with prototype,syn-nikkie25-with.mp4,796.800,30.0,Rainy,Human,Other behaviours,Human,,STATE,744.869,757.119,12.250,Only questionnaire,
25with,2022-10-23 22:30:50,Participant 25 with prototype,syn-nikkie25-with.mp4,796.800,30.0,Rainy,Human,Look up,Human,TV,STATE,758.460,760.120,1.660,,
25with,2022-10-23 22:30:50,Participant 25 with prototype,syn-nikkie25-with.mp4,796.800,30.0,Rainy,Human,Look around,Human,"window,TV",STATE,767.620,777.120,9.500,Window:because of 揉眼睛,
25with,2022-10-23 22:30:50,Participant 25 with prototype,syn-nikkie25-with.mp4,796.800,30.0,Rainy,Human,Other behaviours,Human,,STATE,767.870,770.626,2.756,touch eyes,
25with,2022-10-23 22:30:50,Participant 25 with prototype,syn-nikkie25-with.mp4,796.800,30.0,Rainy,Human,Look around,Human,TV,STATE,778.868,789.870,11.002,"And questionnaire
",
25with,2022-10-23 22:30:50,Participant 25 with prototype,syn-nikkie25-with.mp4,796.800,30.0,Rainy,Vehicle,End of the trial,,,POINT,791.619,791.619,NA,,
