Observation id,Observation date,Description,Media file,Total length,FPS,Weather,Subject,Behavior,Behavioral category,Modifiers,Behavior type,Start (s),Stop (s),Duration (s),Comment start,Comment stop
01no,2022-10-07 11:10:55,Partipant 01 without prototype,syn-nikkie01-no.mp4,788.540,30.0,Sunny,Human,Look up,Human,TV,STATE,344.060,345.081,1.021,,Give me a sense of: force himself watching the video. Looked up very subconsiously.
01no,2022-10-07 11:10:55,Partipant 01 without prototype,syn-nikkie01-no.mp4,788.540,30.0,Sunny,Human,Look up,Human,window,STATE,364.867,366.618,1.751,,
01no,2022-10-07 11:10:55,Partipant 01 without prototype,syn-nikkie01-no.mp4,788.540,30.0,Sunny,Human,Other behaviours,Human,,STATE,380.872,385.572,4.700,"Smile
Yawn",
01no,2022-10-07 11:10:55,Partipant 01 without prototype,syn-nikkie01-no.mp4,788.540,30.0,Sunny,Human,Look up,Human,window,STATE,385.512,386.870,1.358,,
01no,2022-10-07 11:10:55,Partipant 01 without prototype,syn-nikkie01-no.mp4,788.540,30.0,Sunny,Human,Look around,Human,"window,TV",STATE,391.117,422.872,31.755,"
",
01no,2022-10-07 11:10:55,Partipant 01 without prototype,syn-nikkie01-no.mp4,788.540,30.0,Sunny,Human,Other behaviours,Human,,STATE,394.872,400.621,5.749,Adjusted the AC while looking around.,
01no,2022-10-07 11:10:55,Partipant 01 without prototype,syn-nikkie01-no.mp4,788.540,30.0,Sunny,Vehicle,Lane change,Vehicle,,STATE,426.868,430.155,3.287,,
01no,2022-10-07 11:10:55,Partipant 01 without prototype,syn-nikkie01-no.mp4,788.540,30.0,Sunny,Human,Look around,Human,"window,TV",STATE,427.338,491.618,64.280,,
01no,2022-10-07 11:10:55,Partipant 01 without prototype,syn-nikkie01-no.mp4,788.540,30.0,Sunny,Vehicle,Lane change,Vehicle,,STATE,447.400,449.405,2.005,,
01no,2022-10-07 11:10:55,Partipant 01 without prototype,syn-nikkie01-no.mp4,788.540,30.0,Sunny,Environment,Trucks,Environment,,STATE,450.368,451.172,0.804,,
01no,2022-10-07 11:10:55,Partipant 01 without prototype,syn-nikkie01-no.mp4,788.540,30.0,Sunny,Environment,Trucks,Environment,,STATE,463.154,467.909,4.755,,
01no,2022-10-07 11:10:55,Partipant 01 without prototype,syn-nikkie01-no.mp4,788.540,30.0,Sunny,Environment,Turning,Environment,,STATE,473.869,486.375,12.506,,
01no,2022-10-07 11:10:55,Partipant 01 without prototype,syn-nikkie01-no.mp4,788.540,30.0,Sunny,Human,Look around,Human,"window,TV",STATE,495.117,507.621,12.504,,
01no,2022-10-07 11:10:55,Partipant 01 without prototype,syn-nikkie01-no.mp4,788.540,30.0,Sunny,Environment,Turning,Environment,,STATE,518.618,535.030,16.412,,
01no,2022-10-07 11:10:55,Partipant 01 without prototype,syn-nikkie01-no.mp4,788.540,30.0,Sunny,Human,Look around,Human,"window,TV",STATE,518.976,537.619,18.643,,
01no,2022-10-07 11:10:55,Partipant 01 without prototype,syn-nikkie01-no.mp4,788.540,30.0,Sunny,Vehicle,Lane change,Vehicle,,STATE,543.119,546.373,3.254,,
01no,2022-10-07 11:10:55,Partipant 01 without prototype,syn-nikkie01-no.mp4,788.540,30.0,Sunny,Human,Look up,Human,"window,TV",STATE,563.870,566.370,2.500,,
01no,2022-10-07 11:10:55,Partipant 01 without prototype,syn-nikkie01-no.mp4,788.540,30.0,Sunny,Human,Look around,Human,window,STATE,571.868,577.542,5.674,,
01no,2022-10-07 11:10:55,Partipant 01 without prototype,syn-nikkie01-no.mp4,788.540,30.0,Sunny,Human,Look up,Human,"window,TV",STATE,584.367,587.118,2.751,,
01no,2022-10-07 11:10:55,Partipant 01 without prototype,syn-nikkie01-no.mp4,788.540,30.0,Sunny,Human,Look up,Human,window,STATE,617.867,618.368,0.501,,
01no,2022-10-07 11:10:55,Partipant 01 without prototype,syn-nikkie01-no.mp4,788.540,30.0,Sunny,Human,Look around,Human,"window,TV",STATE,626.117,627.867,1.750,,
01no,2022-10-07 11:10:55,Partipant 01 without prototype,syn-nikkie01-no.mp4,788.540,30.0,Sunny,Human,Other behaviours,Human,,STATE,655.369,656.372,1.003,Smile,
01no,2022-10-07 11:10:55,Partipant 01 without prototype,syn-nikkie01-no.mp4,788.540,30.0,Sunny,Vehicle,Deceleration,Vehicle,,STATE,664.215,666.869,2.654,,
01no,2022-10-07 11:10:55,Partipant 01 without prototype,syn-nikkie01-no.mp4,788.540,30.0,Sunny,Human,Look up,Human,TV,STATE,664.600,668.072,3.472,,
01no,2022-10-07 11:10:55,Partipant 01 without prototype,syn-nikkie01-no.mp4,788.540,30.0,Sunny,Human,Look up,Human,TV,STATE,674.633,675.167,0.534,,
01no,2022-10-07 11:10:55,Partipant 01 without prototype,syn-nikkie01-no.mp4,788.540,30.0,Sunny,Human,Look around,Human,TV,STATE,717.245,727.072,9.827,,
01no,2022-10-07 11:10:55,Partipant 01 without prototype,syn-nikkie01-no.mp4,788.540,30.0,Sunny,Human,Look up,Human,TV,STATE,730.143,733.073,2.930,,
01no,2022-10-07 11:10:55,Partipant 01 without prototype,syn-nikkie01-no.mp4,788.540,30.0,Sunny,Human,Look up,Human,window,STATE,735.322,736.574,1.252,,
01no,2022-10-07 11:10:55,Partipant 01 without prototype,syn-nikkie01-no.mp4,788.540,30.0,Sunny,Human,Look around,Human,"window,TV",STATE,750.977,762.072,11.095,,
01no,2022-10-07 11:10:55,Partipant 01 without prototype,syn-nikkie01-no.mp4,788.540,30.0,Sunny,Human,Look up,Human,TV,STATE,764.068,765.172,1.104,,
01no,2022-10-07 11:10:55,Partipant 01 without prototype,syn-nikkie01-no.mp4,788.540,30.0,Sunny,Human,Look around,Human,window,STATE,765.722,771.869,6.147,,
01no,2022-10-07 11:10:55,Partipant 01 without prototype,syn-nikkie01-no.mp4,788.540,30.0,Sunny,Vehicle,Lane change,Vehicle,,STATE,781.375,785.372,3.997,,
01no,2022-10-07 11:10:55,Partipant 01 without prototype,syn-nikkie01-no.mp4,788.540,30.0,Sunny,Vehicle,End of the trial,,,POINT,785.010,785.010,NA,,
