Observation id,Observation date,Description,Media file,Total length,FPS,Weather,Subject,Behavior,Behavioral category,Modifiers,Behavior type,Start (s),Stop (s),Duration (s),Comment start,Comment stop
17with,2022-10-16 11:57:58,Participant 17 with prototype,syn-gp17-with.mp4,790.340,23.98,Sunny,Vehicle,Lane change,Vehicle,,STATE,13.908,17.403,3.495,,
17with,2022-10-16 11:57:58,Participant 17 with prototype,syn-gp17-with.mp4,790.340,23.98,Sunny,Human,Look up,Human,TV,STATE,16.921,19.672,2.751,,
17with,2022-10-16 11:57:58,Participant 17 with prototype,syn-gp17-with.mp4,790.340,23.98,Sunny,Human,Look up,Human,TV,STATE,34.992,35.188,0.196,,
17with,2022-10-16 11:57:58,Participant 17 with prototype,syn-gp17-with.mp4,790.340,23.98,Sunny,Vehicle,Lane change,Vehicle,,STATE,38.910,42.753,3.843,,
17with,2022-10-16 11:57:58,Participant 17 with prototype,syn-gp17-with.mp4,790.340,23.98,Sunny,Human,Look up,Human,TV,STATE,41.723,44.363,2.640,,
17with,2022-10-16 11:57:58,Participant 17 with prototype,syn-gp17-with.mp4,790.340,23.98,Sunny,Human,Look up,Human,TV,STATE,53.625,56.372,2.747,,
17with,2022-10-16 11:57:58,Participant 17 with prototype,syn-gp17-with.mp4,790.340,23.98,Sunny,Human,Look up,Human,TV,STATE,61.795,64.046,2.251,,
17with,2022-10-16 11:57:58,Participant 17 with prototype,syn-gp17-with.mp4,790.340,23.98,Sunny,Human,Look up,Human,TV,STATE,68.259,69.515,1.256,,
17with,2022-10-16 11:57:58,Participant 17 with prototype,syn-gp17-with.mp4,790.340,23.98,Sunny,Human,Look up,Human,TV,STATE,79.599,80.777,1.178,,
17with,2022-10-16 11:57:58,Participant 17 with prototype,syn-gp17-with.mp4,790.340,23.98,Sunny,Human,Look up,Human,TV,STATE,81.444,82.126,0.682,,
17with,2022-10-16 11:57:58,Participant 17 with prototype,syn-gp17-with.mp4,790.340,23.98,Sunny,Human,Look up,Human,TV,STATE,92.953,94.456,1.503,,
17with,2022-10-16 11:57:58,Participant 17 with prototype,syn-gp17-with.mp4,790.340,23.98,Sunny,Vehicle,Lane change,Vehicle,,STATE,96.372,98.912,2.540,,
17with,2022-10-16 11:57:58,Participant 17 with prototype,syn-gp17-with.mp4,790.340,23.98,Sunny,Human,Look up,Human,TV,STATE,96.791,101.541,4.750,,
17with,2022-10-16 11:57:58,Participant 17 with prototype,syn-gp17-with.mp4,790.340,23.98,Sunny,Human,Look up,Human,TV,STATE,108.553,110.804,2.251,,
17with,2022-10-16 11:57:58,Participant 17 with prototype,syn-gp17-with.mp4,790.340,23.98,Sunny,Human,Look up,Human,TV,STATE,114.446,119.270,4.824,,
17with,2022-10-16 11:57:58,Participant 17 with prototype,syn-gp17-with.mp4,790.340,23.98,Sunny,Vehicle,Lane change,Vehicle,,STATE,115.519,118.017,2.498,,
17with,2022-10-16 11:57:58,Participant 17 with prototype,syn-gp17-with.mp4,790.340,23.98,Sunny,Human,Look up,Human,TV,STATE,119.359,121.274,1.915,,
17with,2022-10-16 11:57:58,Participant 17 with prototype,syn-gp17-with.mp4,790.340,23.98,Sunny,Human,Look up,Human,TV,STATE,135.915,136.914,0.999,,
17with,2022-10-16 11:57:58,Participant 17 with prototype,syn-gp17-with.mp4,790.340,23.98,Sunny,Human,Look around,Human,TV,STATE,145.318,151.801,6.483,,
17with,2022-10-16 11:57:58,Participant 17 with prototype,syn-gp17-with.mp4,790.340,23.98,Sunny,Vehicle,Lane change,Vehicle,,STATE,148.381,150.883,2.502,,
17with,2022-10-16 11:57:58,Participant 17 with prototype,syn-gp17-with.mp4,790.340,23.98,Sunny,Human,Look up,Human,TV,STATE,160.314,161.949,1.635,,
17with,2022-10-16 11:57:58,Participant 17 with prototype,syn-gp17-with.mp4,790.340,23.98,Sunny,Human,Look up,Human,TV,STATE,173.785,175.784,1.999,,
17with,2022-10-16 11:57:58,Participant 17 with prototype,syn-gp17-with.mp4,790.340,23.98,Sunny,Environment,Construction,Environment,,STATE,179.633,276.385,96.752,,
17with,2022-10-16 11:57:58,Participant 17 with prototype,syn-gp17-with.mp4,790.340,23.98,Sunny,Human,Look up,Human,TV,STATE,186.725,188.965,2.240,,
17with,2022-10-16 11:57:58,Participant 17 with prototype,syn-gp17-with.mp4,790.340,23.98,Sunny,Human,Look up,Human,TV,STATE,192.722,195.219,2.497,,
17with,2022-10-16 11:57:58,Participant 17 with prototype,syn-gp17-with.mp4,790.340,23.98,Sunny,Human,Look up,Human,TV,STATE,205.692,209.094,3.402,,
17with,2022-10-16 11:57:58,Participant 17 with prototype,syn-gp17-with.mp4,790.340,23.98,Sunny,Human,Look up,Human,TV,STATE,212.405,213.905,1.500,,
17with,2022-10-16 11:57:58,Participant 17 with prototype,syn-gp17-with.mp4,790.340,23.98,Sunny,Human,Look up,Human,TV,STATE,218.624,219.874,1.250,,
17with,2022-10-16 11:57:58,Participant 17 with prototype,syn-gp17-with.mp4,790.340,23.98,Sunny,Human,Look up,Human,TV,STATE,225.878,227.128,1.250,,
17with,2022-10-16 11:57:58,Participant 17 with prototype,syn-gp17-with.mp4,790.340,23.98,Sunny,Human,Look up,Human,TV,STATE,229.378,234.626,5.248,,
17with,2022-10-16 11:57:58,Participant 17 with prototype,syn-gp17-with.mp4,790.340,23.98,Sunny,Human,Look up,Human,TV,STATE,239.874,243.267,3.393,,
17with,2022-10-16 11:57:58,Participant 17 with prototype,syn-gp17-with.mp4,790.340,23.98,Sunny,Human,Look up,Human,TV,STATE,248.924,251.275,2.351,,
17with,2022-10-16 11:57:58,Participant 17 with prototype,syn-gp17-with.mp4,790.340,23.98,Sunny,Human,Look up,Human,TV,STATE,255.675,257.235,1.560,,
17with,2022-10-16 11:57:58,Participant 17 with prototype,syn-gp17-with.mp4,790.340,23.98,Sunny,Human,Look up,Human,TV,STATE,266.583,267.584,1.001,,
17with,2022-10-16 11:57:58,Participant 17 with prototype,syn-gp17-with.mp4,790.340,23.98,Sunny,Human,Look up,Human,TV,STATE,293.696,298.695,4.999,,
17with,2022-10-16 11:57:58,Participant 17 with prototype,syn-gp17-with.mp4,790.340,23.98,Sunny,Vehicle,Lane change,Vehicle,,STATE,294.442,297.449,3.007,,
17with,2022-10-16 11:57:58,Participant 17 with prototype,syn-gp17-with.mp4,790.340,23.98,Sunny,Human,Look up,Human,TV,STATE,304.497,305.746,1.249,,
17with,2022-10-16 11:57:58,Participant 17 with prototype,syn-gp17-with.mp4,790.340,23.98,Sunny,Vehicle,Lane change,Vehicle,,STATE,313.133,317.630,4.497,,
17with,2022-10-16 11:57:58,Participant 17 with prototype,syn-gp17-with.mp4,790.340,23.98,Sunny,Human,Look around,Human,TV,STATE,315.147,320.348,5.201,,
17with,2022-10-16 11:57:58,Participant 17 with prototype,syn-gp17-with.mp4,790.340,23.98,Sunny,Vehicle,Lane change,Vehicle,,STATE,331.861,335.365,3.504,,
17with,2022-10-16 11:57:58,Participant 17 with prototype,syn-gp17-with.mp4,790.340,23.98,Sunny,Human,Look up,Human,TV,STATE,333.775,336.275,2.500,,
17with,2022-10-16 11:57:58,Participant 17 with prototype,syn-gp17-with.mp4,790.340,23.98,Sunny,Human,Look up,Human,TV,STATE,338.991,340.739,1.748,,
17with,2022-10-16 11:57:58,Participant 17 with prototype,syn-gp17-with.mp4,790.340,23.98,Sunny,Human,Look up,Human,TV,STATE,357.466,358.467,1.001,,
17with,2022-10-16 11:57:58,Participant 17 with prototype,syn-gp17-with.mp4,790.340,23.98,Sunny,Human,Look up,Human,TV,STATE,361.688,367.056,5.368,,
17with,2022-10-16 11:57:58,Participant 17 with prototype,syn-gp17-with.mp4,790.340,23.98,Sunny,Vehicle,Lane change,Vehicle,,STATE,362.059,364.557,2.498,,
17with,2022-10-16 11:57:58,Participant 17 with prototype,syn-gp17-with.mp4,790.340,23.98,Sunny,Vehicle,Lane change,Vehicle,,STATE,371.439,374.939,3.500,,
17with,2022-10-16 11:57:58,Participant 17 with prototype,syn-gp17-with.mp4,790.340,23.98,Sunny,Human,Look around,Human,TV,STATE,373.317,377.403,4.086,,
17with,2022-10-16 11:57:58,Participant 17 with prototype,syn-gp17-with.mp4,790.340,23.98,Sunny,Human,Look around,Human,TV,STATE,378.364,383.113,4.749,,
17with,2022-10-16 11:57:58,Participant 17 with prototype,syn-gp17-with.mp4,790.340,23.98,Sunny,Human,Look around,Human,"window,TV",STATE,385.898,393.247,7.349,,
17with,2022-10-16 11:57:58,Participant 17 with prototype,syn-gp17-with.mp4,790.340,23.98,Sunny,Human,Look up,Human,TV,STATE,397.863,401.427,3.564,Look down once,
17with,2022-10-16 11:57:58,Participant 17 with prototype,syn-gp17-with.mp4,790.340,23.98,Sunny,Human,Look up,Human,TV,STATE,403.913,405.595,1.682,,
17with,2022-10-16 11:57:58,Participant 17 with prototype,syn-gp17-with.mp4,790.340,23.98,Sunny,Human,Look up,Human,TV,STATE,409.455,411.768,2.313,,
17with,2022-10-16 11:57:58,Participant 17 with prototype,syn-gp17-with.mp4,790.340,23.98,Sunny,Human,Look around,Human,"window,TV",STATE,421.920,427.488,5.568,,
17with,2022-10-16 11:57:58,Participant 17 with prototype,syn-gp17-with.mp4,790.340,23.98,Sunny,Vehicle,Lane change,Vehicle,,STATE,422.437,426.439,4.002,,
17with,2022-10-16 11:57:58,Participant 17 with prototype,syn-gp17-with.mp4,790.340,23.98,Sunny,Vehicle,Lane change,Vehicle,,STATE,431.333,434.940,3.607,,
