Observation id,Observation date,Description,Media file,Total length,FPS,Weather,Subject,Behavior,Behavioral category,Modifiers,Behavior type,Start (s),Stop (s),Duration (s),Comment start,Comment stop
34no,2022-10-25 21:36:35,Participant 34 without prototype,syn-nikkie34-no.mp4,739.840,30.0,Sunny,Human,Look up,Human,window,STATE,5.800,6.500,0.700,,
34no,2022-10-25 21:36:35,Participant 34 without prototype,syn-nikkie34-no.mp4,739.840,30.0,Sunny,Vehicle,Lane change,Vehicle,,STATE,21.376,24.371,2.995,,
34no,2022-10-25 21:36:35,Participant 34 without prototype,syn-nikkie34-no.mp4,739.840,30.0,Sunny,Vehicle,Lane change,Vehicle,,STATE,42.121,45.881,3.760,,
34no,2022-10-25 21:36:35,Participant 34 without prototype,syn-nikkie34-no.mp4,739.840,30.0,Sunny,Vehicle,Lane change,Vehicle,,STATE,94.624,97.119,2.495,,
34no,2022-10-25 21:36:35,Participant 34 without prototype,syn-nikkie34-no.mp4,739.840,30.0,Sunny,Vehicle,Lane change,Vehicle,,STATE,109.125,111.139,2.014,,
34no,2022-10-25 21:36:35,Participant 34 without prototype,syn-nikkie34-no.mp4,739.840,30.0,Sunny,Human,Look up,Human,TV,STATE,112.367,113.167,0.800,,
34no,2022-10-25 21:36:35,Participant 34 without prototype,syn-nikkie34-no.mp4,739.840,30.0,Sunny,Human,Look up,Human,TV,STATE,115.833,117.100,1.267,,
34no,2022-10-25 21:36:35,Participant 34 without prototype,syn-nikkie34-no.mp4,739.840,30.0,Sunny,Human,Other behaviours,Human,,STATE,136.875,140.620,3.745,smile,
34no,2022-10-25 21:36:35,Participant 34 without prototype,syn-nikkie34-no.mp4,739.840,30.0,Sunny,Human,Look up,Human,window,STATE,146.129,148.123,1.994,,
34no,2022-10-25 21:36:35,Participant 34 without prototype,syn-nikkie34-no.mp4,739.840,30.0,Sunny,Human,Look up,Human,"window,TV",STATE,148.800,150.367,1.567,,
34no,2022-10-25 21:36:35,Participant 34 without prototype,syn-nikkie34-no.mp4,739.840,30.0,Sunny,Vehicle,Lane change,Vehicle,,STATE,164.625,167.629,3.004,,
34no,2022-10-25 21:36:35,Participant 34 without prototype,syn-nikkie34-no.mp4,739.840,30.0,Sunny,Vehicle,Lane change,Vehicle,,STATE,199.876,203.372,3.496,,
34no,2022-10-25 21:36:35,Participant 34 without prototype,syn-nikkie34-no.mp4,739.840,30.0,Sunny,Human,Other behaviours,Human,,STATE,203.877,206.870,2.993,smile,
34no,2022-10-25 21:36:35,Participant 34 without prototype,syn-nikkie34-no.mp4,739.840,30.0,Sunny,Human,Look up,Human,window,STATE,239.621,242.874,3.253,,
