Observation id,Observation date,Description,Media file,Total length,FPS,Weather,Subject,Behavior,Behavioral category,Modifiers,Behavior type,Start (s),Stop (s),Duration (s),Comment start,Comment stop
12with,2022-10-14 12:41:49,Participant 12 with prototype,syn-gp12-with.mp4,790.830,23.98,Sunny,Vehicle,Lane change,Vehicle,,STATE,409.558,412.312,2.754,,
12with,2022-10-14 12:41:49,Participant 12 with prototype,syn-gp12-with.mp4,790.830,23.98,Sunny,Vehicle,Lane change,Vehicle,,STATE,413.106,416.609,3.503,,
12with,2022-10-14 12:41:49,Participant 12 with prototype,syn-gp12-with.mp4,790.830,23.98,Sunny,Human,Look around,Human,"window,TV",STATE,413.154,436.421,23.267,And steering wheel,
12with,2022-10-14 12:41:49,Participant 12 with prototype,syn-gp12-with.mp4,790.830,23.98,Sunny,Vehicle,Lane change,Vehicle,,STATE,419.862,422.530,2.668,,
12with,2022-10-14 12:41:49,Participant 12 with prototype,syn-gp12-with.mp4,790.830,23.98,Sunny,Human,Look up,Human,TV,STATE,449.391,452.389,2.998,,
12with,2022-10-14 12:41:49,Participant 12 with prototype,syn-gp12-with.mp4,790.830,23.98,Sunny,Human,Look up,Human,TV,STATE,454.692,456.609,1.917,,
12with,2022-10-14 12:41:49,Participant 12 with prototype,syn-gp12-with.mp4,790.830,23.98,Sunny,Environment,Turning,Environment,,STATE,456.279,469.409,13.130,,
12with,2022-10-14 12:41:49,Participant 12 with prototype,syn-gp12-with.mp4,790.830,23.98,Sunny,Human,Look around,Human,TV,STATE,457.734,460.991,3.257,,
12with,2022-10-14 12:41:49,Participant 12 with prototype,syn-gp12-with.mp4,790.830,23.98,Sunny,Human,Look up,Human,"window,TV",STATE,492.342,495.227,2.885,,
12with,2022-10-14 12:41:49,Participant 12 with prototype,syn-gp12-with.mp4,790.830,23.98,Sunny,Human,Look around,Human,"window,TV",STATE,496.357,537.344,40.987,look down once. Also check the chair arm and the steering wheel.,
12with,2022-10-14 12:41:49,Participant 12 with prototype,syn-gp12-with.mp4,790.830,23.98,Sunny,Environment,Turning,Environment,,STATE,504.073,521.585,17.512,,
12with,2022-10-14 12:41:49,Participant 12 with prototype,syn-gp12-with.mp4,790.830,23.98,Sunny,Vehicle,Lane change,Vehicle,,STATE,534.769,538.019,3.250,,
12with,2022-10-14 12:41:49,Participant 12 with prototype,syn-gp12-with.mp4,790.830,23.98,Sunny,Human,Look up,Human,TV,STATE,542.879,543.361,0.482,,
12with,2022-10-14 12:41:49,Participant 12 with prototype,syn-gp12-with.mp4,790.830,23.98,Sunny,Human,Look up,Human,TV,STATE,548.159,549.412,1.253,,
12with,2022-10-14 12:41:49,Participant 12 with prototype,syn-gp12-with.mp4,790.830,23.98,Sunny,Vehicle,Lane change,Vehicle,,STATE,549.829,551.829,2.000,,
12with,2022-10-14 12:41:49,Participant 12 with prototype,syn-gp12-with.mp4,790.830,23.98,Sunny,Human,Look around,Human,"window,TV",STATE,550.079,555.286,5.207,,
12with,2022-10-14 12:41:49,Participant 12 with prototype,syn-gp12-with.mp4,790.830,23.98,Sunny,Human,Look up,Human,TV,STATE,562.341,564.256,1.915,,
12with,2022-10-14 12:41:49,Participant 12 with prototype,syn-gp12-with.mp4,790.830,23.98,Sunny,Vehicle,Lane change,Vehicle,,STATE,562.549,565.298,2.749,,
12with,2022-10-14 12:41:49,Participant 12 with prototype,syn-gp12-with.mp4,790.830,23.98,Sunny,Environment,Trucks,Environment,,STATE,587.236,589.740,2.504,,
12with,2022-10-14 12:41:49,Participant 12 with prototype,syn-gp12-with.mp4,790.830,23.98,Sunny,Human,Look up,Human,TV,STATE,587.989,589.492,1.503,TRUCK!,
12with,2022-10-14 12:41:49,Participant 12 with prototype,syn-gp12-with.mp4,790.830,23.98,Sunny,Human,Look up,Human,TV,STATE,614.351,617.103,2.752,,
12with,2022-10-14 12:41:49,Participant 12 with prototype,syn-gp12-with.mp4,790.830,23.98,Sunny,Human,Look around,Human,"window,TV",STATE,621.064,631.071,10.007,,
12with,2022-10-14 12:41:49,Participant 12 with prototype,syn-gp12-with.mp4,790.830,23.98,Sunny,Human,Look up,Human,TV,STATE,641.057,641.753,0.696,,
12with,2022-10-14 12:41:49,Participant 12 with prototype,syn-gp12-with.mp4,790.830,23.98,Sunny,Human,Look up,Human,TV,STATE,650.535,651.342,0.807,,
12with,2022-10-14 12:41:49,Participant 12 with prototype,syn-gp12-with.mp4,790.830,23.98,Sunny,Vehicle,Deceleration,Vehicle,,STATE,661.783,664.602,2.819,,
12with,2022-10-14 12:41:49,Participant 12 with prototype,syn-gp12-with.mp4,790.830,23.98,Sunny,Human,Look around,Human,"window,TV",STATE,661.893,676.776,14.883,Triggered by sudden brake.,
12with,2022-10-14 12:41:49,Participant 12 with prototype,syn-gp12-with.mp4,790.830,23.98,Sunny,Human,Other behaviours,Human,,STATE,662.645,664.897,2.252,Tried to touch the sr!!,
12with,2022-10-14 12:41:49,Participant 12 with prototype,syn-gp12-with.mp4,790.830,23.98,Sunny,Human,Other behaviours,Human,,STATE,668.776,670.526,1.750,Same behaviour again! try control the steering wheel.,
12with,2022-10-14 12:41:49,Participant 12 with prototype,syn-gp12-with.mp4,790.830,23.98,Sunny,Human,Look up,Human,None,STATE,684.834,685.336,0.502,ONLY STEERING WHEEL,
12with,2022-10-14 12:41:49,Participant 12 with prototype,syn-gp12-with.mp4,790.830,23.98,Sunny,Human,Look up,Human,TV,STATE,709.186,710.817,1.631,,
12with,2022-10-14 12:41:49,Participant 12 with prototype,syn-gp12-with.mp4,790.830,23.98,Sunny,Human,Look up,Human,TV,STATE,713.288,714.370,1.082,,
12with,2022-10-14 12:41:49,Participant 12 with prototype,syn-gp12-with.mp4,790.830,23.98,Sunny,Human,Other behaviours,Human,,STATE,729.878,730.172,0.294,Smile,
12with,2022-10-14 12:41:49,Participant 12 with prototype,syn-gp12-with.mp4,790.830,23.98,Sunny,Human,Look up,Human,TV,STATE,730.172,733.553,3.381,,
12with,2022-10-14 12:41:49,Participant 12 with prototype,syn-gp12-with.mp4,790.830,23.98,Sunny,Human,Other behaviours,Human,,STATE,734.482,742.096,7.614,stretch and yawn,
12with,2022-10-14 12:41:49,Participant 12 with prototype,syn-gp12-with.mp4,790.830,23.98,Sunny,Human,Look up,Human,window,STATE,734.663,737.551,2.888,,
12with,2022-10-14 12:41:49,Participant 12 with prototype,syn-gp12-with.mp4,790.830,23.98,Sunny,Human,Look up,Human,TV,STATE,741.686,742.895,1.209,Triggered by yawning,
12with,2022-10-14 12:41:49,Participant 12 with prototype,syn-gp12-with.mp4,790.830,23.98,Sunny,Human,Look around,Human,"window,TV",STATE,744.355,768.793,24.438,"triggered by adjusting AC
",
12with,2022-10-14 12:41:49,Participant 12 with prototype,syn-gp12-with.mp4,790.830,23.98,Sunny,Human,Other behaviours,Human,,STATE,744.813,754.565,9.752,Adjust AC,
12with,2022-10-14 12:41:49,Participant 12 with prototype,syn-gp12-with.mp4,790.830,23.98,Sunny,Human,Other behaviours,Human,,STATE,755.865,760.875,5.010,Adjust AC,
12with,2022-10-14 12:41:49,Participant 12 with prototype,syn-gp12-with.mp4,790.830,23.98,Sunny,Vehicle,End of the trial,,,POINT,773.006,773.006,NA,,
