Observation id,Observation date,Description,Media file,Total length,FPS,Weather,Subject,Behavior,Behavioral category,Modifiers,Behavior type,Start (s),Stop (s),Duration (s),Comment start,Comment stop
30with,2022-10-24 13:09:30,Participant 30 with prototype,syn-gp30-with.mp4,770.770,30.0,Sunny,Human,Look up,Human,TV,STATE,2.533,3.900,1.367,,
30with,2022-10-24 13:09:30,Participant 30 with prototype,syn-gp30-with.mp4,770.770,30.0,Sunny,Human,Look around,Human,TV,STATE,19.000,23.233,4.233,,
30with,2022-10-24 13:09:30,Participant 30 with prototype,syn-gp30-with.mp4,770.770,30.0,Sunny,Vehicle,Lane change,Vehicle,,STATE,20.123,24.119,3.996,,
30with,2022-10-24 13:09:30,Participant 30 with prototype,syn-gp30-with.mp4,770.770,30.0,Sunny,Human,Look up,Human,TV,STATE,23.867,26.833,2.966,,
30with,2022-10-24 13:09:30,Participant 30 with prototype,syn-gp30-with.mp4,770.770,30.0,Sunny,Human,Look up,Human,TV,STATE,29.967,32.033,2.066,,
30with,2022-10-24 13:09:30,Participant 30 with prototype,syn-gp30-with.mp4,770.770,30.0,Sunny,Human,Look up,Human,"window,TV",STATE,33.367,36.167,2.800,,
30with,2022-10-24 13:09:30,Participant 30 with prototype,syn-gp30-with.mp4,770.770,30.0,Sunny,Vehicle,Lane change,Vehicle,,STATE,34.620,38.123,3.503,,
30with,2022-10-24 13:09:30,Participant 30 with prototype,syn-gp30-with.mp4,770.770,30.0,Sunny,Human,Look up,Human,TV,STATE,42.200,43.067,0.867,,
30with,2022-10-24 13:09:30,Participant 30 with prototype,syn-gp30-with.mp4,770.770,30.0,Sunny,Human,Look up,Human,TV,STATE,51.800,53.000,1.200,,
30with,2022-10-24 13:09:30,Participant 30 with prototype,syn-gp30-with.mp4,770.770,30.0,Sunny,Human,Look around,Human,TV,STATE,62.033,65.967,3.934,,
30with,2022-10-24 13:09:30,Participant 30 with prototype,syn-gp30-with.mp4,770.770,30.0,Sunny,Vehicle,Lane change,Vehicle,,STATE,63.096,67.124,4.028,,
