Observation id,Observation date,Description,Media file,Total length,FPS,Weather,Subject,Behavior,Behavioral category,Modifiers,Behavior type,Start (s),Stop (s),Duration (s),Comment start,Comment stop
24no,2022-10-21 11:42:57,Participant 24 without prototype,syn-gp24-no.mp4,781.250,23.98,Cloudy,Vehicle,Lane change,Vehicle,,STATE,16.405,19.908,3.503,,
24no,2022-10-21 11:42:57,Participant 24 without prototype,syn-gp24-no.mp4,781.250,23.98,Cloudy,Vehicle,Lane change,Vehicle,,STATE,31.054,34.557,3.503,,
24no,2022-10-21 11:42:57,Participant 24 without prototype,syn-gp24-no.mp4,781.250,23.98,Cloudy,Human,Look up,Human,window,STATE,34.319,34.684,0.365,,
24no,2022-10-21 11:42:57,Participant 24 without prototype,syn-gp24-no.mp4,781.250,23.98,Cloudy,Human,Look up,Human,"window,TV",STATE,38.980,40.732,1.752,,
24no,2022-10-21 11:42:57,Participant 24 without prototype,syn-gp24-no.mp4,781.250,23.98,Cloudy,Human,Look up,Human,TV,STATE,73.201,73.921,0.720,,
24no,2022-10-21 11:42:57,Participant 24 without prototype,syn-gp24-no.mp4,781.250,23.98,Cloudy,Vehicle,Lane change,Vehicle,,STATE,102.056,104.056,2.000,,
24no,2022-10-21 11:42:57,Participant 24 without prototype,syn-gp24-no.mp4,781.250,23.98,Cloudy,Vehicle,Lane change,Vehicle,,STATE,113.889,116.057,2.168,,
24no,2022-10-21 11:42:57,Participant 24 without prototype,syn-gp24-no.mp4,781.250,23.98,Cloudy,Vehicle,Lane change,Vehicle,,STATE,116.808,118.935,2.127,,
24no,2022-10-21 11:42:57,Participant 24 without prototype,syn-gp24-no.mp4,781.250,23.98,Cloudy,Human,Look up,Human,TV,STATE,120.312,121.272,0.960,,
24no,2022-10-21 11:42:57,Participant 24 without prototype,syn-gp24-no.mp4,781.250,23.98,Cloudy,Vehicle,Lane change,Vehicle,,STATE,126.271,128.272,2.001,,
24no,2022-10-21 11:42:57,Participant 24 without prototype,syn-gp24-no.mp4,781.250,23.98,Cloudy,Vehicle,Lane change,Vehicle,,STATE,134.269,136.768,2.499,,
24no,2022-10-21 11:42:57,Participant 24 without prototype,syn-gp24-no.mp4,781.250,23.98,Cloudy,Human,Look up,Human,window,STATE,167.526,168.026,0.500,,
24no,2022-10-21 11:42:57,Participant 24 without prototype,syn-gp24-no.mp4,781.250,23.98,Cloudy,Environment,Construction,Environment,,STATE,180.974,272.383,91.409,,
24no,2022-10-21 11:42:57,Participant 24 without prototype,syn-gp24-no.mp4,781.250,23.98,Cloudy,Human,Look up,Human,window,STATE,222.246,222.998,0.752,,
24no,2022-10-21 11:42:57,Participant 24 without prototype,syn-gp24-no.mp4,781.250,23.98,Cloudy,Human,Look up,Human,"window,TV",STATE,238.764,240.264,1.500,,
24no,2022-10-21 11:42:57,Participant 24 without prototype,syn-gp24-no.mp4,781.250,23.98,Cloudy,Human,Look up,Human,"window,TV",STATE,247.331,248.661,1.330,,
24no,2022-10-21 11:42:57,Participant 24 without prototype,syn-gp24-no.mp4,781.250,23.98,Cloudy,Human,Look up,Human,TV,STATE,269.700,270.857,1.157,,
24no,2022-10-21 11:42:57,Participant 24 without prototype,syn-gp24-no.mp4,781.250,23.98,Cloudy,Human,Look up,Human,TV,STATE,272.841,273.091,0.250,,
