Observation id,Observation date,Description,Media file,Total length,FPS,Weather,Subject,Behavior,Behavioral category,Modifiers,Behavior type,Start (s),Stop (s),Duration (s),Comment start,Comment stop
30no,2022-10-24 09:50:36,Participant 30 without prototype,syn-gp30-no.mp4,772.610,30.0,Sunny,Human,Look around,Human,TV,STATE,0.000,7.872,7.872,,
30no,2022-10-24 09:50:36,Participant 30 without prototype,syn-gp30-no.mp4,772.610,30.0,Sunny,Human,Look up,Human,TV,STATE,9.872,10.872,1.000,,
30no,2022-10-24 09:50:36,Participant 30 without prototype,syn-gp30-no.mp4,772.610,30.0,Sunny,Vehicle,Lane change,Vehicle,,STATE,14.908,18.905,3.997,,
30no,2022-10-24 09:50:36,Participant 30 without prototype,syn-gp30-no.mp4,772.610,30.0,Sunny,Human,Look up,Human,TV,STATE,16.119,18.119,2.000,,
30no,2022-10-24 09:50:36,Participant 30 without prototype,syn-gp30-no.mp4,772.610,30.0,Sunny,Vehicle,Lane change,Vehicle,,STATE,25.120,28.619,3.499,,
30no,2022-10-24 09:50:36,Participant 30 without prototype,syn-gp30-no.mp4,772.610,30.0,Sunny,Human,Look up,Human,TV,STATE,26.621,29.371,2.750,,
30no,2022-10-24 09:50:36,Participant 30 without prototype,syn-gp30-no.mp4,772.610,30.0,Sunny,Human,Look up,Human,TV,STATE,37.370,40.120,2.750,,
30no,2022-10-24 09:50:36,Participant 30 without prototype,syn-gp30-no.mp4,772.610,30.0,Sunny,Human,Look up,Human,TV,STATE,49.619,52.371,2.752,,
30no,2022-10-24 09:50:36,Participant 30 without prototype,syn-gp30-no.mp4,772.610,30.0,Sunny,Human,Look around,Human,"window,TV",STATE,52.872,56.373,3.501,,
30no,2022-10-24 09:50:36,Participant 30 without prototype,syn-gp30-no.mp4,772.610,30.0,Sunny,Human,Look up,Human,window,STATE,59.222,61.120,1.898,,
30no,2022-10-24 09:50:36,Participant 30 without prototype,syn-gp30-no.mp4,772.610,30.0,Sunny,Human,Look up,Human,"window,TV",STATE,66.370,68.125,1.755,,
30no,2022-10-24 09:50:36,Participant 30 without prototype,syn-gp30-no.mp4,772.610,30.0,Sunny,Human,Look up,Human,"window,TV",STATE,71.868,75.371,3.503,,
30no,2022-10-24 09:50:36,Participant 30 without prototype,syn-gp30-no.mp4,772.610,30.0,Sunny,Human,Look up,Human,"window,TV",STATE,78.873,82.617,3.744,,
