Observation id,Observation date,Description,Media file,Total length,FPS,Weather,Subject,Behavior,Behavioral category,Modifiers,Behavior type,Start (s),Stop (s),Duration (s),Comment start,Comment stop
01with,2022-10-10 09:56:31,Participant 01 with prototype,syn-gp01-with.mp4,791.940,30.0,Sunny,Vehicle,Lane change,Vehicle,,STATE,18.869,23.622,4.753,,
01with,2022-10-10 09:56:31,Participant 01 with prototype,syn-gp01-with.mp4,791.940,30.0,Sunny,Vehicle,Lane change,Vehicle,,STATE,37.621,41.870,4.249,,
01with,2022-10-10 09:56:31,Participant 01 with prototype,syn-gp01-with.mp4,791.940,30.0,Sunny,Human,Look up,Human,TV,STATE,38.153,38.452,0.299,,
01with,2022-10-10 09:56:31,Participant 01 with prototype,syn-gp01-with.mp4,791.940,30.0,Sunny,Vehicle,Lane change,Vehicle,,STATE,51.120,54.619,3.499,,
01with,2022-10-10 09:56:31,Participant 01 with prototype,syn-gp01-with.mp4,791.940,30.0,Sunny,Human,Look around,Human,"window,TV",STATE,55.239,58.867,3.628,,
01with,2022-10-10 09:56:31,Participant 01 with prototype,syn-gp01-with.mp4,791.940,30.0,Sunny,Vehicle,Lane change,Vehicle,,STATE,68.120,70.619,2.499,,
01with,2022-10-10 09:56:31,Participant 01 with prototype,syn-gp01-with.mp4,791.940,30.0,Sunny,Human,Look up,Human,window,STATE,78.368,80.619,2.251,,
01with,2022-10-10 09:56:31,Participant 01 with prototype,syn-gp01-with.mp4,791.940,30.0,Sunny,Human,Other behaviours,Human,,STATE,86.118,87.117,0.999,Smile,
01with,2022-10-10 09:56:31,Participant 01 with prototype,syn-gp01-with.mp4,791.940,30.0,Sunny,Vehicle,Lane change,Vehicle,,STATE,89.868,96.369,6.501,,
01with,2022-10-10 09:56:31,Participant 01 with prototype,syn-gp01-with.mp4,791.940,30.0,Sunny,Human,Look up,Human,TV,STATE,95.560,96.368,0.808,,
01with,2022-10-10 09:56:31,Participant 01 with prototype,syn-gp01-with.mp4,791.940,30.0,Sunny,Vehicle,Lane change,Vehicle,,STATE,106.369,110.367,3.998,,
01with,2022-10-10 09:56:31,Participant 01 with prototype,syn-gp01-with.mp4,791.940,30.0,Sunny,Human,Look up,Human,window,STATE,107.868,110.369,2.501,,
01with,2022-10-10 09:56:31,Participant 01 with prototype,syn-gp01-with.mp4,791.940,30.0,Sunny,Human,Look up,Human,TV,STATE,111.824,112.367,0.543,Road sign above can be seen from the front view.,
01with,2022-10-10 09:56:31,Participant 01 with prototype,syn-gp01-with.mp4,791.940,30.0,Sunny,Human,Look around,Human,TV,STATE,138.618,189.120,50.502,"Looked around because of the prototype cued him for construction. Kept looking at the TV till the end of the construction area.Just glanced through the window once during this look ""around"" period.",
01with,2022-10-10 09:56:31,Participant 01 with prototype,syn-gp01-with.mp4,791.940,30.0,Sunny,Environment,Construction,Environment,,STATE,139.119,187.872,48.753,,
01with,2022-10-10 09:56:31,Participant 01 with prototype,syn-gp01-with.mp4,791.940,30.0,Sunny,Human,Look up,Human,window,STATE,192.062,192.869,0.807,,
01with,2022-10-10 09:56:31,Participant 01 with prototype,syn-gp01-with.mp4,791.940,30.0,Sunny,Human,Look up,Human,TV,STATE,195.521,196.618,1.097,,
01with,2022-10-10 09:56:31,Participant 01 with prototype,syn-gp01-with.mp4,791.940,30.0,Sunny,Human,Other behaviours,Human,,STATE,213.622,214.617,0.995,Smile,
01with,2022-10-10 09:56:31,Participant 01 with prototype,syn-gp01-with.mp4,791.940,30.0,Sunny,Human,Look up,Human,TV,STATE,217.522,218.368,0.846,,
01with,2022-10-10 09:56:31,Participant 01 with prototype,syn-gp01-with.mp4,791.940,30.0,Sunny,Human,Look around,Human,window,STATE,222.369,226.117,3.748,,
01with,2022-10-10 09:56:31,Participant 01 with prototype,syn-gp01-with.mp4,791.940,30.0,Sunny,Human,Other behaviours,Human,,STATE,223.620,225.870,2.250,adjust AC,
01with,2022-10-10 09:56:31,Participant 01 with prototype,syn-gp01-with.mp4,791.940,30.0,Sunny,Human,Other behaviours,Human,,STATE,249.621,250.870,1.249,"Smile
",
01with,2022-10-10 09:56:31,Participant 01 with prototype,syn-gp01-with.mp4,791.940,30.0,Sunny,Human,Look around,Human,window,STATE,250.016,254.871,4.855,,
01with,2022-10-10 09:56:31,Participant 01 with prototype,syn-gp01-with.mp4,791.940,30.0,Sunny,Human,Look up,Human,TV,STATE,263.169,266.121,2.952,,
01with,2022-10-10 09:56:31,Participant 01 with prototype,syn-gp01-with.mp4,791.940,30.0,Sunny,Human,Look up,Human,window,STATE,274.292,275.120,0.828,,
01with,2022-10-10 09:56:31,Participant 01 with prototype,syn-gp01-with.mp4,791.940,30.0,Sunny,Human,Look around,Human,window,STATE,282.826,287.120,4.294,,
01with,2022-10-10 09:56:31,Participant 01 with prototype,syn-gp01-with.mp4,791.940,30.0,Sunny,Human,Look around,Human,"window,TV",STATE,291.624,343.370,51.746,Few times glance through the window. Once glanced at the ipad(failed to re-concentrated on the video),
01with,2022-10-10 09:56:31,Participant 01 with prototype,syn-gp01-with.mp4,791.940,30.0,Sunny,Vehicle,Lane change,Vehicle,,STATE,299.622,306.620,6.998,,
01with,2022-10-10 09:56:31,Participant 01 with prototype,syn-gp01-with.mp4,791.940,30.0,Sunny,Vehicle,Lane change,Vehicle,,STATE,331.121,333.371,2.250,,
01with,2022-10-10 09:56:31,Participant 01 with prototype,syn-gp01-with.mp4,791.940,30.0,Sunny,Human,Look up,Human,TV,STATE,350.116,351.869,1.753,,
01with,2022-10-10 09:56:31,Participant 01 with prototype,syn-gp01-with.mp4,791.940,30.0,Sunny,Human,Other behaviours,Human,,STATE,374.121,376.625,2.504,Smile,
01with,2022-10-10 09:56:31,Participant 01 with prototype,syn-gp01-with.mp4,791.940,30.0,Sunny,Human,Look up,Human,"window,TV",STATE,374.680,377.119,2.439,Looking around following smile! second time,
01with,2022-10-10 09:56:31,Participant 01 with prototype,syn-gp01-with.mp4,791.940,30.0,Sunny,Human,Look around,Human,TV,STATE,382.184,390.374,8.190,,
01with,2022-10-10 09:56:31,Participant 01 with prototype,syn-gp01-with.mp4,791.940,30.0,Sunny,Vehicle,Lane change,Vehicle,,STATE,383.120,386.625,3.505,,
01with,2022-10-10 09:56:31,Participant 01 with prototype,syn-gp01-with.mp4,791.940,30.0,Sunny,Human,Look up,Human,TV,STATE,395.242,396.119,0.877,,
01with,2022-10-10 09:56:31,Participant 01 with prototype,syn-gp01-with.mp4,791.940,30.0,Sunny,Vehicle,Lane change,Vehicle,,STATE,407.120,409.369,2.249,,
01with,2022-10-10 09:56:31,Participant 01 with prototype,syn-gp01-with.mp4,791.940,30.0,Sunny,Human,Look up,Human,TV,STATE,407.210,408.118,0.908,,
01with,2022-10-10 09:56:31,Participant 01 with prototype,syn-gp01-with.mp4,791.940,30.0,Sunny,Human,Look around,Human,"window,TV",STATE,410.491,429.120,18.629,,
