Observation id,Observation date,Description,Media file,Total length,FPS,Weather,Subject,Behavior,Behavioral category,Modifiers,Behavior type,Start (s),Stop (s),Duration (s),Comment start,Comment stop
11with,2022-10-13 16:25:41,Participant 11 with prototype,syn-nikkie11-with.mp4,761.150,30.0,Cloudy,Vehicle,Lane change,Vehicle,,STATE,93.128,95.370,2.242,,
11with,2022-10-13 16:25:41,Participant 11 with prototype,syn-nikkie11-with.mp4,761.150,30.0,Cloudy,Human,Look around,Human,"window,TV",STATE,95.370,127.638,32.268,,
11with,2022-10-13 16:25:41,Participant 11 with prototype,syn-nikkie11-with.mp4,761.150,30.0,Cloudy,Vehicle,Lane change,Vehicle,,STATE,101.881,106.119,4.238,,
11with,2022-10-13 16:25:41,Participant 11 with prototype,syn-nikkie11-with.mp4,761.150,30.0,Cloudy,Vehicle,Lane change,Vehicle,,STATE,110.620,117.368,6.748,,
11with,2022-10-13 16:25:41,Participant 11 with prototype,syn-nikkie11-with.mp4,761.150,30.0,Cloudy,Human,Look around,Human,"window,TV",STATE,129.869,149.620,19.751,,
11with,2022-10-13 16:25:41,Participant 11 with prototype,syn-nikkie11-with.mp4,761.150,30.0,Cloudy,Environment,Construction,Environment,,STATE,136.878,183.120,46.242,,
11with,2022-10-13 16:25:41,Participant 11 with prototype,syn-nikkie11-with.mp4,761.150,30.0,Cloudy,Human,Look up,Human,TV,STATE,159.873,161.367,1.494,,
11with,2022-10-13 16:25:41,Participant 11 with prototype,syn-nikkie11-with.mp4,761.150,30.0,Cloudy,Human,Look around,Human,"window,TV",STATE,162.090,169.653,7.563,,
11with,2022-10-13 16:25:41,Participant 11 with prototype,syn-nikkie11-with.mp4,761.150,30.0,Cloudy,Human,Look around,Human,TV,STATE,179.624,191.370,11.746,,
11with,2022-10-13 16:25:41,Participant 11 with prototype,syn-nikkie11-with.mp4,761.150,30.0,Cloudy,Human,Look around,Human,"window,TV",STATE,211.394,225.120,13.726,,
11with,2022-10-13 16:25:41,Participant 11 with prototype,syn-nikkie11-with.mp4,761.150,30.0,Cloudy,Human,Look around,Human,"window,TV",STATE,247.964,257.876,9.912,,
11with,2022-10-13 16:25:41,Participant 11 with prototype,syn-nikkie11-with.mp4,761.150,30.0,Cloudy,Human,Look around,Human,TV,STATE,264.124,275.120,10.996,,
11with,2022-10-13 16:25:41,Participant 11 with prototype,syn-nikkie11-with.mp4,761.150,30.0,Cloudy,Human,Look around,Human,"window,TV",STATE,276.316,306.369,30.053,,
11with,2022-10-13 16:25:41,Participant 11 with prototype,syn-nikkie11-with.mp4,761.150,30.0,Cloudy,Vehicle,Lane change,Vehicle,,STATE,289.000,292.379,3.379,,
11with,2022-10-13 16:25:41,Participant 11 with prototype,syn-nikkie11-with.mp4,761.150,30.0,Cloudy,Vehicle,Lane change,Vehicle,,STATE,299.120,302.328,3.208,,
11with,2022-10-13 16:25:41,Participant 11 with prototype,syn-nikkie11-with.mp4,761.150,30.0,Cloudy,Human,Look around,Human,"window,TV",STATE,318.870,358.879,40.009,,
11with,2022-10-13 16:25:41,Participant 11 with prototype,syn-nikkie11-with.mp4,761.150,30.0,Cloudy,Vehicle,Lane change,Vehicle,,STATE,329.370,331.869,2.499,,
11with,2022-10-13 16:25:41,Participant 11 with prototype,syn-nikkie11-with.mp4,761.150,30.0,Cloudy,Human,Other behaviours,Human,,STATE,350.126,357.627,7.501,"close eyes
",
11with,2022-10-13 16:25:41,Participant 11 with prototype,syn-nikkie11-with.mp4,761.150,30.0,Cloudy,Environment,Trucks,Environment,,STATE,361.375,366.624,5.249,,
11with,2022-10-13 16:25:41,Participant 11 with prototype,syn-nikkie11-with.mp4,761.150,30.0,Cloudy,Human,Look around,Human,TV,STATE,373.623,385.623,12.000,,
11with,2022-10-13 16:25:41,Participant 11 with prototype,syn-nikkie11-with.mp4,761.150,30.0,Cloudy,Environment,Trucks,Environment,,STATE,381.125,385.628,4.503,,
11with,2022-10-13 16:25:41,Participant 11 with prototype,syn-nikkie11-with.mp4,761.150,30.0,Cloudy,Human,Look around,Human,"window,TV",STATE,386.477,413.622,27.145,,look down just as the car gonna reach the end of the truck
11with,2022-10-13 16:25:41,Participant 11 with prototype,syn-nikkie11-with.mp4,761.150,30.0,Cloudy,Vehicle,Lane change,Vehicle,,STATE,389.949,392.622,2.673,,
11with,2022-10-13 16:25:41,Participant 11 with prototype,syn-nikkie11-with.mp4,761.150,30.0,Cloudy,Vehicle,Lane change,Vehicle,,STATE,401.118,405.617,4.499,,
11with,2022-10-13 16:25:41,Participant 11 with prototype,syn-nikkie11-with.mp4,761.150,30.0,Cloudy,Environment,Trucks,Environment,,STATE,412.390,418.371,5.981,,
11with,2022-10-13 16:25:41,Participant 11 with prototype,syn-nikkie11-with.mp4,761.150,30.0,Cloudy,Human,Look up,Human,TV,STATE,413.869,416.625,2.756,,
11with,2022-10-13 16:25:41,Participant 11 with prototype,syn-nikkie11-with.mp4,761.150,30.0,Cloudy,Human,Other behaviours,Human,,STATE,419.121,422.879,3.758,smile,
11with,2022-10-13 16:25:41,Participant 11 with prototype,syn-nikkie11-with.mp4,761.150,30.0,Cloudy,Human,Look around,Human,"window,TV",STATE,422.241,454.118,31.877,,
11with,2022-10-13 16:25:41,Participant 11 with prototype,syn-nikkie11-with.mp4,761.150,30.0,Cloudy,Vehicle,Lane change,Vehicle,,STATE,427.370,430.869,3.499,,
11with,2022-10-13 16:25:41,Participant 11 with prototype,syn-nikkie11-with.mp4,761.150,30.0,Cloudy,Environment,Turning,Environment,,STATE,443.370,457.119,13.749,,
11with,2022-10-13 16:25:41,Participant 11 with prototype,syn-nikkie11-with.mp4,761.150,30.0,Cloudy,Human,Other behaviours,Human,,STATE,446.120,454.125,8.005,close eyes,
11with,2022-10-13 16:25:41,Participant 11 with prototype,syn-nikkie11-with.mp4,761.150,30.0,Cloudy,Human,Look around,Human,"window,TV",STATE,464.386,474.871,10.485,,
11with,2022-10-13 16:25:41,Participant 11 with prototype,syn-nikkie11-with.mp4,761.150,30.0,Cloudy,Human,Other behaviours,Human,,STATE,464.622,470.870,6.248,close eyes,
11with,2022-10-13 16:25:41,Participant 11 with prototype,syn-nikkie11-with.mp4,761.150,30.0,Cloudy,Environment,Turning,Environment,,STATE,490.371,507.622,17.251,,
11with,2022-10-13 16:25:41,Participant 11 with prototype,syn-nikkie11-with.mp4,761.150,30.0,Cloudy,Human,Look around,Human,TV,STATE,492.622,507.871,15.249,,
11with,2022-10-13 16:25:41,Participant 11 with prototype,syn-nikkie11-with.mp4,761.150,30.0,Cloudy,Human,Other behaviours,Human,,STATE,494.623,507.871,13.248,close eyes,
11with,2022-10-13 16:25:41,Participant 11 with prototype,syn-nikkie11-with.mp4,761.150,30.0,Cloudy,Vehicle,Lane change,Vehicle,,STATE,515.620,519.870,4.250,,
11with,2022-10-13 16:25:41,Participant 11 with prototype,syn-nikkie11-with.mp4,761.150,30.0,Cloudy,Human,Look around,Human,TV,STATE,516.624,528.618,11.994,,
11with,2022-10-13 16:25:41,Participant 11 with prototype,syn-nikkie11-with.mp4,761.150,30.0,Cloudy,Human,Other behaviours,Human,,STATE,518.122,528.618,10.496,close eyes,
11with,2022-10-13 16:25:41,Participant 11 with prototype,syn-nikkie11-with.mp4,761.150,30.0,Cloudy,Human,Look around,Human,TV,STATE,536.872,542.623,5.751,,
11with,2022-10-13 16:25:41,Participant 11 with prototype,syn-nikkie11-with.mp4,761.150,30.0,Cloudy,Human,Look around,Human,"window,TV",STATE,548.123,574.625,26.502,Looking through the window is not triggered by the events. More like he wanted to refresh,
11with,2022-10-13 16:25:41,Participant 11 with prototype,syn-nikkie11-with.mp4,761.150,30.0,Cloudy,Vehicle,Lane change,Vehicle,,STATE,548.620,550.370,1.750,,
11with,2022-10-13 16:25:41,Participant 11 with prototype,syn-nikkie11-with.mp4,761.150,30.0,Cloudy,Human,Look around,Human,TV,STATE,574.871,584.381,9.510,,
11with,2022-10-13 16:25:41,Participant 11 with prototype,syn-nikkie11-with.mp4,761.150,30.0,Cloudy,Vehicle,Lane change,Vehicle,,STATE,575.620,578.619,2.999,,
11with,2022-10-13 16:25:41,Participant 11 with prototype,syn-nikkie11-with.mp4,761.150,30.0,Cloudy,Human,Look around,Human,"window,TV",STATE,595.121,610.120,14.999,,
11with,2022-10-13 16:25:41,Participant 11 with prototype,syn-nikkie11-with.mp4,761.150,30.0,Cloudy,Human,Other behaviours,Human,,STATE,595.622,603.874,8.252,drink water,
11with,2022-10-13 16:25:41,Participant 11 with prototype,syn-nikkie11-with.mp4,761.150,30.0,Cloudy,Human,Look around,Human,TV,STATE,625.867,628.619,2.752,,
11with,2022-10-13 16:25:41,Participant 11 with prototype,syn-nikkie11-with.mp4,761.150,30.0,Cloudy,Vehicle,Lane change,Vehicle,,STATE,625.869,629.120,3.251,,
11with,2022-10-13 16:25:41,Participant 11 with prototype,syn-nikkie11-with.mp4,761.150,30.0,Cloudy,Human,Look around,Human,TV,STATE,632.374,642.868,10.494,,
11with,2022-10-13 16:25:41,Participant 11 with prototype,syn-nikkie11-with.mp4,761.150,30.0,Cloudy,Vehicle,Deceleration,Vehicle,,STATE,645.221,646.632,1.411,,
11with,2022-10-13 16:25:41,Participant 11 with prototype,syn-nikkie11-with.mp4,761.150,30.0,Cloudy,Human,Look around,Human,TV,STATE,646.145,648.371,2.226,,
11with,2022-10-13 16:25:41,Participant 11 with prototype,syn-nikkie11-with.mp4,761.150,30.0,Cloudy,Human,Look around,Human,"window,TV",STATE,649.869,656.376,6.507,,
11with,2022-10-13 16:25:41,Participant 11 with prototype,syn-nikkie11-with.mp4,761.150,30.0,Cloudy,Human,Look around,Human,TV,STATE,658.221,664.371,6.150,,
11with,2022-10-13 16:25:41,Participant 11 with prototype,syn-nikkie11-with.mp4,761.150,30.0,Cloudy,Human,Look around,Human,TV,STATE,668.874,709.380,40.506,,
11with,2022-10-13 16:25:41,Participant 11 with prototype,syn-nikkie11-with.mp4,761.150,30.0,Cloudy,Vehicle,Lane change,Vehicle,,STATE,669.621,672.122,2.501,,
11with,2022-10-13 16:25:41,Participant 11 with prototype,syn-nikkie11-with.mp4,761.150,30.0,Cloudy,Human,Other behaviours,Human,,STATE,682.627,708.872,26.245,close eyes,
11with,2022-10-13 16:25:41,Participant 11 with prototype,syn-nikkie11-with.mp4,761.150,30.0,Cloudy,Human,Look around,Human,TV,STATE,709.876,712.656,2.780,,
11with,2022-10-13 16:25:41,Participant 11 with prototype,syn-nikkie11-with.mp4,761.150,30.0,Cloudy,Human,Other behaviours,Human,,STATE,712.656,723.621,10.965,close eyes with head down,
11with,2022-10-13 16:25:41,Participant 11 with prototype,syn-nikkie11-with.mp4,761.150,30.0,Cloudy,Human,Look around,Human,TV,STATE,723.733,757.871,34.138,,
11with,2022-10-13 16:25:41,Participant 11 with prototype,syn-nikkie11-with.mp4,761.150,30.0,Cloudy,Human,Other behaviours,Human,,STATE,726.868,757.871,31.003,keep close eyes many times till the end,
11with,2022-10-13 16:25:41,Participant 11 with prototype,syn-nikkie11-with.mp4,761.150,30.0,Cloudy,Vehicle,Lane change,Vehicle,,STATE,743.870,747.120,3.250,,
11with,2022-10-13 16:25:41,Participant 11 with prototype,syn-nikkie11-with.mp4,761.150,30.0,Cloudy,Vehicle,Lane change,Vehicle,,STATE,749.620,753.120,3.500,,
11with,2022-10-13 16:25:41,Participant 11 with prototype,syn-nikkie11-with.mp4,761.150,30.0,Cloudy,Vehicle,End of the trial,,,POINT,757.871,757.871,NA,,
