Observation id,Observation date,Description,Media file,Total length,FPS,Weather,Subject,Behavior,Behavioral category,Modifiers,Behavior type,Start (s),Stop (s),Duration (s),Comment start,Comment stop
31with,2022-10-25 10:34:33,Participant 31 with prototype,syn-nikkie31-with.mp4,756.950,30.0,Sunny,Human,Other behaviours,Human,,STATE,11.119,15.123,4.004,YAWN,
31with,2022-10-25 10:34:33,Participant 31 with prototype,syn-nikkie31-with.mp4,756.950,30.0,Sunny,Human,Look around,Human,TV,STATE,14.867,18.300,3.433,,
31with,2022-10-25 10:34:33,Participant 31 with prototype,syn-nikkie31-with.mp4,756.950,30.0,Sunny,Vehicle,Lane change,Vehicle,,STATE,14.905,17.906,3.001,,
31with,2022-10-25 10:34:33,Participant 31 with prototype,syn-nikkie31-with.mp4,756.950,30.0,Sunny,Human,Look around,Human,TV,STATE,21.000,24.667,3.667,AND INTERIOR,
31with,2022-10-25 10:34:33,Participant 31 with prototype,syn-nikkie31-with.mp4,756.950,30.0,Sunny,Vehicle,Lane change,Vehicle,,STATE,23.406,26.402,2.996,,
31with,2022-10-25 10:34:33,Participant 31 with prototype,syn-nikkie31-with.mp4,756.950,30.0,Sunny,Human,Look around,Human,"window,TV",STATE,26.267,29.900,3.633,,
31with,2022-10-25 10:34:33,Participant 31 with prototype,syn-nikkie31-with.mp4,756.950,30.0,Sunny,Human,Look up,Human,TV,STATE,32.867,34.133,1.266,,
31with,2022-10-25 10:34:33,Participant 31 with prototype,syn-nikkie31-with.mp4,756.950,30.0,Sunny,Vehicle,Lane change,Vehicle,,STATE,95.388,97.871,2.483,,
31with,2022-10-25 10:34:33,Participant 31 with prototype,syn-nikkie31-with.mp4,756.950,30.0,Sunny,Human,Look around,Human,"window,TV",STATE,95.467,100.467,5.000,,
31with,2022-10-25 10:34:33,Participant 31 with prototype,syn-nikkie31-with.mp4,756.950,30.0,Sunny,Human,Look around,Human,"window,TV",STATE,101.233,104.500,3.267,,
31with,2022-10-25 10:34:33,Participant 31 with prototype,syn-nikkie31-with.mp4,756.950,30.0,Sunny,Vehicle,Lane change,Vehicle,,STATE,103.124,106.121,2.997,,
31with,2022-10-25 10:34:33,Participant 31 with prototype,syn-nikkie31-with.mp4,756.950,30.0,Sunny,Human,Look up,Human,TV,STATE,112.233,113.033,0.800,,
31with,2022-10-25 10:34:33,Participant 31 with prototype,syn-nikkie31-with.mp4,756.950,30.0,Sunny,Human,Look around,Human,TV,STATE,117.900,122.933,5.033,,
31with,2022-10-25 10:34:33,Participant 31 with prototype,syn-nikkie31-with.mp4,756.950,30.0,Sunny,Vehicle,Lane change,Vehicle,,STATE,119.124,121.620,2.496,,
31with,2022-10-25 10:34:33,Participant 31 with prototype,syn-nikkie31-with.mp4,756.950,30.0,Sunny,Human,Look around,Human,TV,STATE,175.333,179.300,3.967,,"IN SEQUENCE: touch eye, yawn, smile"
31with,2022-10-25 10:34:33,Participant 31 with prototype,syn-nikkie31-with.mp4,756.950,30.0,Sunny,Environment,Construction,Environment,,STATE,177.371,263.874,86.503,,
31with,2022-10-25 10:34:33,Participant 31 with prototype,syn-nikkie31-with.mp4,756.950,30.0,Sunny,Human,Look up,Human,window,STATE,185.467,186.066,0.599,,
31with,2022-10-25 10:34:33,Participant 31 with prototype,syn-nikkie31-with.mp4,756.950,30.0,Sunny,Human,Other behaviours,Human,,STATE,185.967,195.933,9.966,,
31with,2022-10-25 10:34:33,Participant 31 with prototype,syn-nikkie31-with.mp4,756.950,30.0,Sunny,Human,Look up,Human,TV,STATE,209.967,210.767,0.800,,
31with,2022-10-25 10:34:33,Participant 31 with prototype,syn-nikkie31-with.mp4,756.950,30.0,Sunny,Human,Look up,Human,TV,STATE,260.900,262.100,1.200,,
31with,2022-10-25 10:34:33,Participant 31 with prototype,syn-nikkie31-with.mp4,756.950,30.0,Sunny,Human,Look up,Human,TV,STATE,267.367,268.633,1.266,,
31with,2022-10-25 10:34:33,Participant 31 with prototype,syn-nikkie31-with.mp4,756.950,30.0,Sunny,Human,Look up,Human,TV,STATE,293.767,295.533,1.766,,
31with,2022-10-25 10:34:33,Participant 31 with prototype,syn-nikkie31-with.mp4,756.950,30.0,Sunny,Vehicle,Lane change,Vehicle,,STATE,294.372,297.874,3.502,,
31with,2022-10-25 10:34:33,Participant 31 with prototype,syn-nikkie31-with.mp4,756.950,30.0,Sunny,Human,Look up,Human,TV,STATE,302.600,305.100,2.500,Looked at the prototype first and then TV,
31with,2022-10-25 10:34:33,Participant 31 with prototype,syn-nikkie31-with.mp4,756.950,30.0,Sunny,Human,Look around,Human,TV,STATE,319.833,324.133,4.300,Looked at the interior(and roof),
31with,2022-10-25 10:34:33,Participant 31 with prototype,syn-nikkie31-with.mp4,756.950,30.0,Sunny,Vehicle,Lane change,Vehicle,,STATE,321.123,323.620,2.497,,
31with,2022-10-25 10:34:33,Participant 31 with prototype,syn-nikkie31-with.mp4,756.950,30.0,Sunny,Human,Look up,Human,TV,STATE,327.233,330.367,3.134,,
31with,2022-10-25 10:34:33,Participant 31 with prototype,syn-nikkie31-with.mp4,756.950,30.0,Sunny,Environment,Trucks,Environment,,STATE,327.370,329.871,2.501,,
31with,2022-10-25 10:34:33,Participant 31 with prototype,syn-nikkie31-with.mp4,756.950,30.0,Sunny,Human,Look around,Human,TV,STATE,332.600,338.200,5.600,,
31with,2022-10-25 10:34:33,Participant 31 with prototype,syn-nikkie31-with.mp4,756.950,30.0,Sunny,Vehicle,Lane change,Vehicle,,STATE,333.621,336.121,2.500,,
31with,2022-10-25 10:34:33,Participant 31 with prototype,syn-nikkie31-with.mp4,756.950,30.0,Sunny,Human,Look up,Human,TV,STATE,355.533,356.233,0.700,,
31with,2022-10-25 10:34:33,Participant 31 with prototype,syn-nikkie31-with.mp4,756.950,30.0,Sunny,Human,Look up,Human,TV,STATE,374.967,375.500,0.533,,
31with,2022-10-25 10:34:33,Participant 31 with prototype,syn-nikkie31-with.mp4,756.950,30.0,Sunny,Human,Look up,Human,TV,STATE,386.433,387.433,1.000,,
31with,2022-10-25 10:34:33,Participant 31 with prototype,syn-nikkie31-with.mp4,756.950,30.0,Sunny,Human,Look up,Human,TV,STATE,402.733,404.667,1.934,,
31with,2022-10-25 10:34:33,Participant 31 with prototype,syn-nikkie31-with.mp4,756.950,30.0,Sunny,Vehicle,Lane change,Vehicle,,STATE,402.872,405.872,3.000,,
